町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,811,649,661,1310
両国二丁目,1135,956,892,1848
両国三丁目,1127,819,887,1706
両国四丁目,1112,905,891,1796
千歳一丁目,856,724,741,1465
千歳二丁目,572,502,428,930
千歳三丁目,1179,950,969,1919
緑一丁目,1569,1400,1286,2686
緑二丁目,1634,1572,1623,3195
緑三丁目,1300,1230,1125,2355
緑四丁目,2233,1926,1743,3669
立川一丁目,756,584,584,1168
立川二丁目,796,648,640,1288
立川三丁目,959,796,811,1607
立川四丁目,811,667,579,1246
菊川一丁目,818,740,774,1514
菊川二丁目,1290,1032,1117,2149
菊川三丁目,2021,1732,1840,3572
江東橋一丁目,829,639,613,1252
江東橋二丁目,1219,1045,923,1968
江東橋三丁目,462,322,242,564
江東橋四丁目,1431,1042,1018,2060
江東橋五丁目,1555,1410,1425,2835
横網一丁目,124,144,138,282
横網二丁目,651,557,544,1101
亀沢一丁目,1145,993,983,1976
亀沢二丁目,890,776,882,1658
亀沢三丁目,930,952,877,1829
亀沢四丁目,1348,1216,1159,2375
石原一丁目,1425,1184,1194,2378
石原二丁目,1257,1152,1133,2285
石原三丁目,1578,1456,1252,2708
石原四丁目,1367,1312,1201,2513
本所一丁目,1462,1402,1344,2746
本所二丁目,864,789,816,1605
本所三丁目,950,880,878,1758
本所四丁目,1202,1121,1077,2198
東駒形一丁目,726,577,607,1184
東駒形二丁目,813,745,741,1486
東駒形三丁目,810,716,708,1424
東駒形四丁目,1368,1200,1156,2356
吾妻橋一丁目,1219,952,1036,1988
吾妻橋二丁目,843,671,673,1344
吾妻橋三丁目,825,770,819,1589
錦糸一丁目,1176,896,835,1731
錦糸二丁目,379,298,251,549
錦糸三丁目,401,321,282,603
錦糸四丁目,873,778,774,1552
太平一丁目,1656,1611,1562,3173
太平二丁目,872,726,605,1331
太平三丁目,711,574,558,1132
太平四丁目,2400,2183,2265,4448
横川一丁目,724,785,675,1460
横川二丁目,838,720,621,1341
横川三丁目,622,569,506,1075
横川四丁目,687,642,564,1206
横川五丁目,1340,1186,1468,2654
業平一丁目,1477,1391,1530,2921
業平二丁目,787,665,620,1285
業平三丁目,839,652,668,1320
業平四丁目,1094,893,946,1839
業平五丁目,1150,1065,1172,2237
向島一丁目,1224,1064,1006,2070
向島二丁目,1358,1189,1236,2425
向島三丁目,2102,1859,1802,3661
向島四丁目,1290,1270,1288,2558
向島五丁目,2297,2023,1952,3975
東向島一丁目,1612,1479,1467,2946
東向島二丁目,2663,2367,2450,4817
東向島三丁目,1578,1570,1655,3225
東向島四丁目,1831,1663,1684,3347
東向島五丁目,2008,1821,1929,3750
東向島六丁目,2744,2611,2613,5224
堤通一丁目,1098,1209,1114,2323
堤通二丁目,2028,1890,2293,4183
墨田一丁目,1234,1356,1458,2814
墨田二丁目,1978,1979,1885,3864
墨田三丁目,1857,1816,1766,3582
墨田四丁目,2424,2317,2461,4778
墨田五丁目,1487,1418,1352,2770
押上一丁目,1261,1037,1137,2174
押上二丁目,2019,1844,1953,3797
押上三丁目,2189,2121,1993,4114
京島一丁目,3409,3242,3422,6664
京島二丁目,987,948,845,1793
京島三丁目,2338,2173,2102,4275
文花一丁目,2872,2514,3029,5543
文花二丁目,1125,1087,1060,2147
文花三丁目,1163,1333,1323,2656
八広一丁目,1728,1692,1567,3259
八広二丁目,1998,2052,1984,4036
八広三丁目,1738,1710,1639,3349
八広四丁目,1968,2043,1903,3946
八広五丁目,1507,1432,1406,2838
八広六丁目,1969,1989,1889,3878
立花一丁目,3118,2835,2949,5784
立花二丁目,806,747,704,1451
立花三丁目,1369,1286,1312,2598
立花四丁目,1747,1811,1721,3532
立花五丁目,1749,1978,1907,3885
立花六丁目,1122,1113,1182,2295
東墨田一丁目,68,78,63,141
東墨田二丁目,634,619,571,1190
東墨田三丁目,390,419,373,792
