町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,843,661,680,1341
両国二丁目,1158,953,921,1874
両国三丁目,1143,844,904,1748
両国四丁目,1135,897,908,1805
千歳一丁目,930,787,795,1582
千歳二丁目,556,500,436,936
千歳三丁目,1210,991,988,1979
緑一丁目,1643,1432,1338,2770
緑二丁目,1645,1575,1611,3186
緑三丁目,1441,1326,1228,2554
緑四丁目,2346,2047,1856,3903
立川一丁目,837,611,646,1257
立川二丁目,816,655,655,1310
立川三丁目,975,813,813,1626
立川四丁目,858,698,646,1344
菊川一丁目,863,767,818,1585
菊川二丁目,1316,1049,1129,2178
菊川三丁目,2081,1771,1877,3648
江東橋一丁目,831,636,621,1257
江東橋二丁目,1212,1042,930,1972
江東橋三丁目,470,346,231,577
江東橋四丁目,1410,1036,989,2025
江東橋五丁目,1614,1450,1444,2894
横網一丁目,128,151,143,294
横網二丁目,680,588,572,1160
亀沢一丁目,1206,1029,1041,2070
亀沢二丁目,934,820,924,1744
亀沢三丁目,957,991,928,1919
亀沢四丁目,1377,1251,1184,2435
石原一丁目,1433,1178,1204,2382
石原二丁目,1312,1178,1166,2344
石原三丁目,1567,1442,1283,2725
石原四丁目,1385,1299,1221,2520
本所一丁目,1571,1449,1419,2868
本所二丁目,886,786,821,1607
本所三丁目,993,898,890,1788
本所四丁目,1243,1143,1072,2215
東駒形一丁目,719,588,592,1180
東駒形二丁目,811,738,748,1486
東駒形三丁目,808,709,709,1418
東駒形四丁目,1364,1182,1157,2339
吾妻橋一丁目,1255,976,1056,2032
吾妻橋二丁目,850,667,687,1354
吾妻橋三丁目,835,784,824,1608
錦糸一丁目,1194,912,861,1773
錦糸二丁目,379,298,243,541
錦糸三丁目,401,334,266,600
錦糸四丁目,889,785,801,1586
太平一丁目,1678,1614,1592,3206
太平二丁目,840,704,582,1286
太平三丁目,714,589,568,1157
太平四丁目,2469,2220,2297,4517
横川一丁目,722,779,684,1463
横川二丁目,833,731,624,1355
横川三丁目,616,553,511,1064
横川四丁目,686,642,547,1189
横川五丁目,1335,1151,1464,2615
業平一丁目,1457,1382,1521,2903
業平二丁目,796,665,643,1308
業平三丁目,846,653,663,1316
業平四丁目,1124,883,971,1854
業平五丁目,1139,1061,1144,2205
向島一丁目,1250,1061,1045,2106
向島二丁目,1395,1205,1270,2475
向島三丁目,2249,1972,1942,3914
向島四丁目,1264,1231,1279,2510
向島五丁目,2385,2057,1987,4044
東向島一丁目,1616,1495,1450,2945
東向島二丁目,2688,2383,2470,4853
東向島三丁目,1591,1593,1653,3246
東向島四丁目,1874,1680,1724,3404
東向島五丁目,2053,1822,1944,3766
東向島六丁目,2799,2633,2662,5295
堤通一丁目,1122,1176,1117,2293
堤通二丁目,2014,1853,2251,4104
墨田一丁目,1265,1373,1468,2841
墨田二丁目,1990,1961,1896,3857
墨田三丁目,1896,1806,1762,3568
墨田四丁目,2419,2308,2435,4743
墨田五丁目,1505,1405,1348,2753
押上一丁目,1278,1028,1116,2144
押上二丁目,2013,1816,1964,3780
押上三丁目,2221,2157,2023,4180
京島一丁目,3540,3331,3560,6891
京島二丁目,982,942,833,1775
京島三丁目,2327,2169,2064,4233
文花一丁目,2892,2520,3029,5549
文花二丁目,1151,1075,1110,2185
文花三丁目,1163,1339,1303,2642
八広一丁目,1748,1695,1579,3274
八広二丁目,2027,2052,2011,4063
八広三丁目,1777,1758,1649,3407
八広四丁目,2064,2093,2002,4095
八広五丁目,1534,1430,1431,2861
八広六丁目,2034,2026,1902,3928
立花一丁目,3069,2766,2917,5683
立花二丁目,821,732,715,1447
立花三丁目,1400,1316,1333,2649
立花四丁目,1775,1802,1726,3528
立花五丁目,1763,2003,1917,3920
立花六丁目,1129,1093,1175,2268
東墨田一丁目,65,78,60,138
東墨田二丁目,689,658,615,1273
東墨田三丁目,374,404,373,777
5.町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,847,663,681,1344
両国二丁目,1146,948,918,1866
両国三丁目,1137,837,899,1736
両国四丁目,1135,899,904,1803
千歳一丁目,933,784,797,1581
千歳二丁目,552,496,433,929
千歳三丁目,1201,982,984,1966
緑一丁目,1645,1434,1338,2772
緑二丁目,1645,1575,1609,3184
緑三丁目,1428,1316,1212,2528
緑四丁目,2339,2044,1852,3896
立川一丁目,825,606,633,1239
立川二丁目,816,660,653,1313
立川三丁目,976,817,815,1632
立川四丁目,856,702,640,1342
菊川一丁目,858,763,819,1582
菊川二丁目,1312,1042,1132,2174
菊川三丁目,2079,1765,1881,3646
江東橋一丁目,830,640,621,1261
江東橋二丁目,1214,1050,927,1977
江東橋三丁目,465,341,228,569
江東橋四丁目,1420,1043,991,2034
江東橋五丁目,1606,1443,1434,2877
横網一丁目,128,151,143,294
横網二丁目,679,584,567,1151
亀沢一丁目,1206,1023,1046,2069
亀沢二丁目,936,822,923,1745
亀沢三丁目,945,973,910,1883
亀沢四丁目,1374,1247,1184,2431
石原一丁目,1433,1175,1210,2385
石原二丁目,1301,1172,1156,2328
石原三丁目,1544,1418,1275,2693
石原四丁目,1385,1300,1224,2524
本所一丁目,1571,1453,1426,2879
本所二丁目,890,788,822,1610
本所三丁目,989,896,894,1790
本所四丁目,1236,1133,1073,2206
東駒形一丁目,713,583,591,1174
東駒形二丁目,814,737,748,1485
東駒形三丁目,819,711,712,1423
東駒形四丁目,1358,1176,1155,2331
吾妻橋一丁目,1260,980,1059,2039
吾妻橋二丁目,850,667,684,1351
吾妻橋三丁目,830,779,817,1596
錦糸一丁目,1195,910,860,1770
錦糸二丁目,377,296,244,540
錦糸三丁目,398,333,265,598
錦糸四丁目,887,784,798,1582
太平一丁目,1687,1624,1603,3227
太平二丁目,839,705,583,1288
太平三丁目,716,588,570,1158
太平四丁目,2464,2221,2286,4507
横川一丁目,725,780,685,1465
横川二丁目,835,734,626,1360
横川三丁目,614,549,507,1056
横川四丁目,683,635,543,1178
横川五丁目,1332,1154,1459,2613
業平一丁目,1461,1383,1528,2911
業平二丁目,802,669,645,1314
業平三丁目,850,656,660,1316
業平四丁目,1129,891,974,1865
業平五丁目,1139,1062,1150,2212
向島一丁目,1250,1064,1047,2111
向島二丁目,1396,1205,1271,2476
向島三丁目,2236,1964,1937,3901
向島四丁目,1266,1235,1279,2514
向島五丁目,2383,2061,1988,4049
東向島一丁目,1616,1496,1450,2946
東向島二丁目,2677,2371,2465,4836
東向島三丁目,1599,1591,1659,3250
東向島四丁目,1875,1681,1724,3405
東向島五丁目,2042,1819,1933,3752
東向島六丁目,2802,2638,2663,5301
堤通一丁目,1124,1183,1122,2305
堤通二丁目,2006,1845,2242,4087
墨田一丁目,1263,1372,1463,2835
墨田二丁目,1982,1957,1895,3852
墨田三丁目,1901,1812,1766,3578
墨田四丁目,2427,2313,2445,4758
墨田五丁目,1497,1405,1347,2752
押上一丁目,1281,1028,1128,2156
押上二丁目,2013,1818,1963,3781
押上三丁目,2227,2167,2024,4191
京島一丁目,3534,3319,3543,6862
京島二丁目,978,939,834,1773
京島三丁目,2328,2163,2065,4228
文花一丁目,2887,2530,3032,5562
文花二丁目,1142,1070,1098,2168
文花三丁目,1165,1339,1306,2645
八広一丁目,1748,1692,1582,3274
八広二丁目,2014,2055,1999,4054
八広三丁目,1776,1755,1652,3407
八広四丁目,2070,2101,2004,4105
八広五丁目,1536,1432,1427,2859
八広六丁目,2017,2017,1894,3911
立花一丁目,3060,2758,2908,5666
立花二丁目,821,733,713,1446
立花三丁目,1395,1319,1326,2645
立花四丁目,1772,1799,1716,3515
立花五丁目,1764,2001,1917,3918
立花六丁目,1135,1105,1182,2287
東墨田一丁目,65,78,60,138
東墨田二丁目,685,658,610,1268
東墨田三丁目,372,401,371,772
403752, 35.624116621927676 ], [ 139.74361717072421, 35.624121397593704 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 8708, "SAFIELD001": 7877, "SAFIELD002": 1, "SAFIELD003": 1.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.7432318653035, 35.624133098408208 ], [ 139.74323395944381, 35.624136164666417 ], [ 139.74324080043235, 35.624139504888355 ], [ 139.74324488832485, 35.624136713667077 ], [ 139.74324345870056, 35.62413175500788 ], [ 139.74323937687507, 35.62412913795346 ], [ 139.74323893588632, 35.624128596795678 ], [ 139.74323429802209, 35.624129584845399 ], [ 139.7432318653035, 35.624133098408208 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 8709, "SAFIELD001": 7841, "SAFIELD002": 1, "SAFIELD003": 15.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.74310478548031, 35.624142557931052 ], [ 139.74310797823796, 35.624150402328375 ], [ 139.74311691457382, 35.62415572716256 ], [ 139.74312574415666, 35.624157806948055 ], [ 139.74313368903032, 35.624161238140587 ], [ 139.74314097849563, 35.624158449319751 ], [ 139.74314782798436, 35.624154217961092 ], [ 139.74315434536479, 35.624150797595469 ], [ 139.7431586599285, 35.624142778542613 ], [ 139.74315899932259, 35.624135477618395 ], [ 139.74314973755878, 35.624125014677539 ], [ 139.74314322777181, 35.624121674698372 ], [ 139.74314179400395, 35.624120411693006 ], [ 139.74313318218552, 35.624121036211804 ], [ 139.74312534164022, 35.624123013377528 ], [ 139.74311694160778, 35.624131660336033 ], [ 139.74310478548031, 35.624142557931052 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 8710, "SAFIELD001": 7805, "S
