一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
552,小金井市前原町４－１７－１４,35.689503,139.502945,JGD2011,都道新宿国立線（東八道路）,b,2008-11-17,2008-11-18,4,6,5.1,1.3,67,63
553,小金井市前原町５－１１,35.691299,139.500839,JGD2011,都道府中清瀬線（小金井街道）,B,2008-12-08,2008-12-09,4,2,1.8,1.2,69,63
554,小平市中島町２６－９,35.729717,139.434265,JGD2011,都道中島十番線,a,2008-12-10,2008-12-11,4,2,2.0 ,1.2,68,64
555,小平市上水本町１－２５－３１,35.720364,139.464783,JGD2011,都道所沢府中線,a,2008-12-10,2008-12-11,4,2,2.0 ,1.2,69,68
556,小平市上水本町３－１１－１,35.716656,139.469940,JGD2011,都道杉並あきるの線,a,2008-12-10,2008-12-11,4,2,2.0 ,1.2,71,68
557,小平市鈴木町１－４８７,35.718842,139.496735,JGD2011,都道府中清瀬線,a,2008-12-10,2008-12-11,4,2,5.0 ,1.2,71,68
558,小平市花小金井５－４６３,35.733681,139.512436,JGD2011,都道新宿青梅線,a,2008-12-10,2008-12-11,4,2,3.0 ,1.2,69,67
560,小平市小川町１－２０７５,35.730534,139.464791,JGD2011,都道新宿青梅線（新青梅街道）,A,2008-11-19,2008-11-20,4,2,1.9,1.2,64,60
561,日野市日野本町７－５－１４,35.678725,139.399515,JGD2011,都道２５６号線（甲州街道）,c,2008-06-02,2008-06-08,4,3,2.0 ,1.3,65,62
565,日野市石田１－１１－１,35.668066,139.420638,JGD2011,都道５０３号線（相模原立川線）,a,2008-10-31,2008-11-06,4,3,4.0 ,1.3,69,62
566,日野市三沢１－１９－１,35.659542,139.421097,JGD2011,都道稲城日野線（川崎街道）,a,2008-11-14,2008-11-20,4,2,2.0 ,1.3,67,65
567,日野市旭が丘１－８,35.657703,139.375183,JGD2011,都道１５５号線（町田平山八王子線）,a,2008-11-21,2008-11-27,4,3,3.0 ,1.3,69,64
568,日野市平山５－１２－１６,35.647003,139.383423,JGD2011,都道１７３号線（北野街道）,c,2008-11-28,2008-12-04,4,2,2.0 ,1.3,63,59
569,日野市平山３－８－８,35.646694,139.385310,JGD2011,都道１５５号線（町田平山八王子線）,a,2008-12-05,2008-12-11,4,2,2.0 ,1.3,68,65
571,日野市平山５－１１,35.647602,139.384247,JGD2011,都道町田平山八王子線,A,2008-11-19,2008-11-20,4,2,1.3 ,1.2,67,64
573,東村山市本町２－６－５,35.762195,139.467231,JGD2011,都道所沢府中線（府中街道）,c,2008-11-20,2008-11-21,4,2,3.1,1.2,67,67
