（輸出）,, 5-(2)外貿コンテナ貨物主要国別表（累計上位20位）,,,,(単位：トン）
,,当月,前年比,1月以降累計,前年比,構成比
総計,,"905,881",84.9%,"7,888,238",93.6%,100.0%
1,アメリカ,"217,295",95.2%,"2,004,659",111.9%,25.4%
2,中国,"227,908",69.2%,"2,001,857",84.0%,25.4%
,(香港),"30,609",73.1%,"267,995",85.2%,3.4%
3,タイ,"57,398",97.2%,"538,107",86.0%,6.8%
4,ベトナム,"68,576",156.9%,"458,610",117.8%,5.8%
5,台湾,"46,245",102.8%,"365,663",87.7%,4.6%
6,オランダ,"36,578",74.6%,"321,651",89.5%,4.1%
7,韓国,"36,487",95.7%,"302,725",91.4%,3.8%
8,マレーシア,"26,096",62.2%,"274,692",78.5%,3.5%
9,インドネシア,"35,751",100.6%,"264,153",92.8%,3.3%
10,インド,"29,844",84.4%,"241,413",108.0%,3.1%
11,ドイツ,"15,934",65.5%,"156,341",99.3%,2.0%
12,フィリピン,"17,342",85.8%,"147,958",90.2%,1.9%
13,シンガポール,"15,166",58.7%,"142,555",88.6%,1.8%
14,イギリス,"11,764",77.6%,"96,504",81.3%,1.2%
15,カナダ,"8,839",74.8%,"87,400",85.5%,1.1%
16,ロシア,"7,117",103.2%,"65,187",103.9%,0.8%
17,ブラジル,"5,442",102.8%,"44,855",90.8%,0.6%
18,アラブ首長国,"4,590",106.6%,"44,815",93.5%,0.6%
19,フランス,"4,149",71.9%,"38,057",82.2%,0.5%
20,オーストラリア,"3,647",89.7%,"31,638",91.9%,0.4%
,その他,"29,713",78.5%,"259,398",79.1%,3.3%
,,,,,,
,,,,,,,,,3","1,214,787","26,154","1,188,633","-72,014",94.1%,,,,,
12,原木,"6,457","2,870","3,587","4,702","2,342","2,360","1,755",137.3%,,,,,
13,製材,"993,093","20,429","972,664","1,059,705","22,089","1,037,616","-66,612",93.7%,,,,,
14,樹脂類,"78,935",347,"78,588","85,662","1,331","84,331","-6,727",92.1%,,,,,
15,木材チップ,"13,315",123,"13,192","4,156",229,"3,927","9,159",320.4%,,,,,
16,その他林産品,864,80,784,"4,679",6,"4,673","-3,815",18.5%,,,,,
17,薪炭,"50,109",161,"49,948","55,883",157,"55,726","-5,774",89.7%,,,,,
鉱産品,,"466,767","18,548","448,219","474,518","18,168","456,350","-7,751",98.4%,,,,,
18,石炭,"116,720",1,"116,719","132,313",79,"132,234","-15,593",88.2%,,,,,
19,鉄鉱石,259,31,228,294,21,273,-35,88.1%,,,,,
20,金属鉱,"9,764",6,"9,758","5,715",70,"5,645","4,049",170.8%,,,,,
21,砂利・砂,"26,071",923,"25,148","20,870",793,"20,077","5,201",124.9%,,,,,
22,石材,"98,174","3,213","94,961","105,004","1,359","103,645","-6,830",93.5%,,,,,
23,原油,"1,920",-,"1,920","2,250",-,"2,250",-330,85.3%,,,,,
24,りん鉱石,-,-,-,57,-,57,-57,-,,,,,
25,石灰石,"2,879",-,"2,879",854,-,854,"2,025",337.1%,,,,,
26,原塩,"10,479",33,"10,446","6,639",55,"6,584","3,840",157.8%,,,,,
27,非金属鉱物,"200,501","14,341","186,160","200,522","15,791","184,731",-21,100.0%,,,,,
金属機械工業品,,"14,077,695","5,514,161","8,563,534","13,231,584","5,226,860","8,004,724","846,111",106.4%,,,,,
28,鉄鋼,"95,535","49,453","46,082","81,593","30,513","51,080","13,942",117.1%,,,,,
