年齢別人口　令和２年８月１日現在,,,,
年齢,男,女,合計,
0,426,411,837,
1,479,451,930,
2,540,488,"1,028",
3,559,526,"1,085",
4,535,541,"1,076",
5,575,592,"1,167",
6,583,588,"1,171",
7,594,596,"1,190",
8,618,555,"1,173",
9,614,579,"1,193",
小計,"5,523","5,327","10,850",
10,605,626,"1,231",
11,678,632,"1,310",
12,628,623,"1,251",
13,626,624,"1,250",
14,636,573,"1,209",
15,613,580,"1,193",
16,614,621,"1,235",
17,639,594,"1,233",
18,691,659,"1,350",
19,728,699,"1,427",
小計,"6,458","6,231","12,689",
20,737,714,"1,451",
21,753,727,"1,480",
22,817,784,"1,601",
23,808,803,"1,611",
24,783,774,"1,557",
25,762,776,"1,538",
26,706,706,"1,412",
27,723,689,"1,412",
28,696,644,"1,340",
29,659,601,"1,260",
小計,"7,444","7,218","14,662",
30,702,634,"1,336",
31,661,701,"1,362",
32,736,688,"1,424",
33,867,756,"1,623",
34,799,802,"1,601",
35,895,840,"1,735",
36,938,870,"1,808",
37,920,922,"1,842",
38,949,933,"1,882",
39,"1,005",911,"1,916",
小計,"8,472","8,057","16,529",
40,"1,056",932,"1,988",
41,"1,101",983,"2,084",
42,"1,097","1,080","2,177",
43,"1,133","1,100","2,233",
44,"1,169","1,090","2,259",
45,"1,257","1,206","2,463",
46,"1,246","1,230","2,476",
47,"1,289","1,240","2,529",
48,"1,359","1,294","2,653",
49,"1,212","1,176","2,388",
小計,"11,919","11,331","23,250",
50,"1,201","1,153","2,354",
51,"1,214","1,184","2,398",
52,"1,193","1,123","2,316",
53,"1,119",970,"2,089",
54,959,927,"1,886",
55,"1,022","1,033","2,055",
56,"1,006",930,"1,936",
57,934,879,"1,813",
58,867,863,"1,730",
59,822,834,"1,656",
小計,"10,337","9,896","20,233",
60,778,773,"1,551",
61,778,839,"1,617",
62,779,854,"1,633",
63,738,826,"1,564",
64,753,853,"1,606",
65,768,935,"1,703",
66,761,920,"1,681",
67,857,"1,039","1,896",
68,927,"1,043","1,970",
69,986,"1,182","2,168",
小計,"8,125","9,264","17,389",
70,"1,044","1,294","2,338",
71,"1,225","1,399","2,624",
72,"1,281","1,505","2,786",
73,"1,100","1,251","2,351",
74,661,844,"1,505",
75,839,929,"1,768",
76,912,"1,233","2,145",
77,883,"1,059","1,942",
78,921,"1,025","1,946",
79,781,963,"1,744",
小計,"9,647","11,502","21,149",
80,681,868,"1,549",
81,572,713,"1,285",
82,578,711,"1,289",
83,523,628,"1,151",
84,486,692,"1,178",
85,396,531,927,
86,363,455,818,
87,305,452,757,
88,242,429,671,
89,188,329,517,
小計,"4,334","5,808","10,142",
90,143,282,425,
91,116,243,359,
92,70,224,294,
93,61,162,223,
94,39,136,175,
95,33,113,146,
96,20,76,96,
97,15,64,79,
98,3,38,41,
99,8,30,38,
小計,508,"1,368","1,876",
100以上,7,53,60,
合計,"72,774","76,055","148,829",
,,,,
Pﾃﾂｳ､ﾘ年齢別人口　令和２年９月１日現在,,,,
年齢,男,女,合計,
0,424,396,820,
1,476,461,937,
2,526,478,"1,004",
3,566,531,"1,097",
4,536,542,"1,078",
5,578,582,"1,160",
6,570,589,"1,159",
7,605,591,"1,196",
8,604,534,"1,138",
9,632,588,"1,220",
小計,"5,517","5,292","10,809",
10,596,621,"1,217",
11,670,633,"1,303",
12,633,631,"1,264",
13,640,615,"1,255",
14,604,585,"1,189",
15,622,584,"1,206",
16,624,617,"1,241",
17,624,594,"1,218",
18,685,643,"1,328",
19,738,697,"1,435",
小計,"6,436","6,220","12,656",
20,723,711,"1,434",
21,752,720,"1,472",
22,811,793,"1,604",
23,779,784,"1,563",
24,802,795,"1,597",
25,769,759,"1,528",
26,699,698,"1,397",
27,727,679,"1,406",
28,690,660,"1,350",
29,648,612,"1,260",
小計,"7,400","7,211","14,611",
30,706,620,"1,326",
31,649,698,"1,347",
32,746,674,"1,420",
33,846,757,"1,603",
34,795,796,"1,591",
35,900,827,"1,727",
36,919,870,"1,789",
37,931,935,"1,866",
38,964,914,"1,878",
39,985,920,"1,905",
小計,"8,441","8,011","16,452",
40,"1,047",945,"1,992",
41,"1,094",956,"2,050",
42,"1,076","1,076","2,152",
43,"1,138","1,101","2,239",
44,"1,190","1,093","2,283",
45,"1,234","1,182","2,416",
46,"1,249","1,228","2,477",
47,"1,281","1,260","2,541",
48,"1,370","1,267","2,637",
49,"1,235","1,200","2,435",
小計,"11,914","11,308","23,222",
50,"1,188","1,147","2,335",
51,"1,204","1,181","2,385",
52,"1,203","1,144","2,347",
53,"1,131",987,"2,118",
54,959,897,"1,856",
55,"1,035","1,037","2,072",
56,994,956,"1,950",
57,940,872,"1,812",
58,879,862,"1,741",
59,823,838,"1,661",
小計,"10,356","9,921","20,277",
60,774,787,"1,561",
61,789,842,"1,631",
62,773,837,"1,610",
63,723,816,"1,539",
64,751,861,"1,612",
65,791,912,"1,703",
66,739,940,"1,679",
67,862,"1,043","1,905",
68,930,"1,036","1,966",
69,954,"1,148","2,102",
小計,"8,086","9,222","17,308",
70,"1,055","1,308","2,363",
71,"1,220","1,391","2,611",
72,"1,269","1,486","2,755",
73,"1,134","1,286","2,420",
74,668,860,"1,528",
75,839,929,"1,768",
76,888,"1,206","2,094",
77,891,"1,085","1,976",
78,930,"1,012","1,942",
79,789,973,"1,762",
小計,"9,683","11,536","21,219",
80,682,884,"1,566",
81,590,714,"1,304",
82,560,705,"1,265",
83,530,635,"1,165",
84,481,685,"1,166",
85,407,550,957,
86,359,454,813,
87,299,447,746,
88,250,431,681,
89,195,317,512,
小計,"4,353","5,822","10,175",
90,143,289,432,
91,118,242,360,
92,71,229,300,
93,59,161,220,
94,44,138,182,
95,30,120,150,
96,21,78,99,
97,13,61,74,
98,5,39,44,
99,8,31,39,
小計,512,"1,388","1,900",
100以上,6,53,59,
合計,"72,704","75,984","148,688",
,,,,
｡ｵ)ｦ炫年齢別人口　令和２年１１月１日現在,,,,
年齢,男,女,合計,
0,410,395,805,
1,483,431,914,
2,493,484,977,
3,584,511,"1,095",
4,533,528,"1,061",
5,575,577,"1,152",
6,568,603,"1,171",
7,610,589,"1,199",
8,594,543,"1,137",
9,616,575,"1,191",
小計,"5,466","5,236","10,702",
10,613,638,"1,251",
11,640,607,"1,247",
12,638,645,"1,283",
13,648,611,"1,259",
14,622,610,"1,232",
15,622,557,"1,179",
16,620,608,"1,228",
17,624,613,"1,237",
18,665,618,"1,283",
19,719,699,"1,418",
小計,"6,411","6,206","12,617",
20,734,717,"1,451",
21,754,732,"1,486",
22,808,772,"1,580",
23,794,757,"1,551",
24,796,796,"1,592",
25,759,754,"1,513",
26,689,718,"1,407",
27,719,663,"1,382",
28,666,671,"1,337",
29,673,605,"1,278",
小計,"7,392","7,185","14,577",
30,691,611,"1,302",
31,673,686,"1,359",
32,734,685,"1,419",
33,849,752,"1,601",
34,786,773,"1,559",
35,871,808,"1,679",
36,929,888,"1,817",
37,922,908,"1,830",
38,956,937,"1,893",
39,954,908,"1,862",
小計,"8,365","7,956","16,321",
40,"1,069",920,"1,989",
41,"1,078",964,"2,042",
42,"1,086","1,058","2,144",
43,"1,143","1,116","2,259",
44,"1,180","1,088","2,268",
45,"1,157","1,150","2,307",
46,"1,292","1,247","2,539",
47,"1,301","1,233","2,534",
48,"1,331","1,284","2,615",
49,"1,258","1,216","2,474",
小計,"11,895","11,276","23,171",
50,"1,198","1,184","2,382",
51,"1,182","1,133","2,315",
52,"1,238","1,150","2,388",
53,"1,173","1,050","2,223",
54,912,854,"1,766",
55,"1,071","1,044","2,115",
56,"1,014",961,"1,975",
57,921,917,"1,838",
58,904,833,"1,737",
59,829,847,"1,676",
小計,"10,442","9,973","20,415",
60,791,781,"1,572",
61,770,840,"1,610",
62,790,863,"1,653",
63,709,811,"1,520",
64,758,819,"1,577",
65,780,927,"1,707",
66,749,956,"1,705",
