町丁目別人口・世帯数　令和４年２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,430,528,958,513
関戸２丁目,"1,321","1,417","2,738","1,525"
関戸３丁目,658,710,"1,368",688
関戸４丁目,"1,024","1,116","2,140","1,248"
関戸５丁目,704,750,"1,454",748
関戸６丁目,454,450,904,424
,"4,591","4,971","9,562","5,146"
,,,,
連光寺１丁目,"1,891","1,885","3,776","1,626"
連光寺２丁目,"1,205","1,182","2,387","1,022"
連光寺３丁目,882,879,"1,761",832
連光寺４丁目,282,260,542,264
連光寺５丁目,202,188,390,200
連光寺６丁目,407,340,747,379
,"4,869","4,734","9,603","4,323"
,,,,
貝取,615,553,"1,168",626
,615,553,"1,168",626
,,,,
乞田,"1,302","1,216","2,518","1,298"
,"1,302","1,216","2,518","1,298"
,,,,
和田,"4,769","4,511","9,280","4,293"
,"4,769","4,511","9,280","4,293"
,,,,
百草,459,434,893,434
,459,434,893,434
,,,,
落川,642,634,"1,276",576
,642,634,"1,276",576
,,,,
東寺方,879,839,"1,718",829
東寺方１丁目,565,654,"1,219",616
,"1,444","1,493","2,937","1,445"
,,,,
一ノ宮１丁目,"1,168",962,"2,130","1,387"
一ノ宮２丁目,774,768,"1,542",931
一ノ宮３丁目,426,433,859,501
一ノ宮４丁目,991,995,"1,986","1,026"
,"3,359","3,158","6,517","3,845"
,,,,
桜ヶ丘１丁目,941,"1,038","1,979",923
桜ヶ丘２丁目,640,737,"1,377",625
桜ヶ丘３丁目,602,648,"1,250",542
桜ヶ丘４丁目,755,816,"1,571",835
,"2,938","3,239","6,177","2,925"
,,,,
和田（百草団地）,606,658,"1,264",875
,606,658,"1,264",875
,,,,
聖ヶ丘１丁目,894,999,"1,893",883
聖ヶ丘２丁目,806,951,"1,757",847
聖ヶ丘３丁目,"1,025","1,074","2,099",945
聖ヶ丘４丁目,357,379,736,298
聖ヶ丘５丁目,56,48,104,34
,"3,138","3,451","6,589","3,007"
,,,,
馬引沢１丁目,909,885,"1,794",930
馬引沢２丁目,"1,231","1,137","2,368","1,279"
,"2,140","2,022","4,162","2,209"
,,,,
山王下１丁目,300,324,624,499
,300,324,624,499
,,,,
中沢１丁目,663,589,"1,252",742
中沢２丁目,905,972,"1,877",848
,"1,568","1,561","3,129","1,590"
,,,,
唐木田１丁目,"1,100","1,194","2,294","1,163"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,100","1,194","2,294","1,163"
,,,,
諏訪１丁目,"2,056","2,067","4,123","2,035"
諏訪２丁目,"1,751","1,926","3,677","1,620"
諏訪３丁目,515,519,"1,034",506
諏訪４丁目,608,760,"1,368",743
諏訪５丁目,302,412,714,444
諏訪６丁目,0,0,0,0
,"5,232","5,684","10,916","5,348"
,,,,
永山１丁目,947,972,"1,919","1,126"
永山２丁目,"1,572","1,568","3,140","1,578"
永山３丁目,"1,871","2,124","3,995","2,059"
永山４丁目,"1,353","1,532","2,885","1,852"
永山５丁目,922,"1,078","2,000",887
永山６丁目,622,620,"1,242",624
永山７丁目,0,0,0,0
,"7,287","7,894","15,181","8,126"
,,,,
貝取１丁目,"1,032",926,"1,958",975
貝取２丁目,"1,565","1,742","3,307","1,512"
貝取３丁目,407,548,955,451
貝取４丁目,515,554,"1,069",536
貝取５丁目,233,289,522,311
,"3,752","4,059","7,811","3,785"
,,,,
豊ヶ丘１丁目,"1,620","1,539","3,159","1,634"
豊ヶ丘２丁目,"1,413","1,471","2,884","1,345"
豊ヶ丘３丁目,741,856,"1,597",713
豊ヶ丘４丁目,322,368,690,401
豊ヶ丘５丁目,585,683,"1,268",654
豊ヶ丘６丁目,425,494,919,505
,"5,106","5,411","10,517","5,252"
,,,,
落合１丁目,"1,448","1,563","3,011","1,523"
落合２丁目,"1,146","1,109","2,255",904
落合３丁目,"1,450","1,540","2,990","1,507"
落合４丁目,956,"1,118","2,074","1,112"
落合５丁目,"1,041","1,089","2,130",931
落合６丁目,883,827,"1,710",793
,"6,924","7,246","14,170","6,770"
,,,,
鶴牧１丁目,"1,290","1,337","2,627","1,250"
鶴牧２丁目,885,804,"1,689",873
鶴牧３丁目,"2,092","2,245","4,337","1,590"
鶴牧４丁目,354,397,751,337
鶴牧５丁目,899,"1,030","1,929",853
鶴牧６丁目,861,894,"1,755",801
,"6,381","6,707","13,088","5,704"
,,,,
南野１丁目,1,0,1,1
南野２丁目,479,454,933,484
南野３丁目,459,468,927,398
,939,922,"1,861",883
,,,,
東寺方３丁目,132,197,329,185
,132,197,329,185
,,,,
和田３丁目,395,468,863,511
,395,468,863,511
,,,,
愛宕１丁目,247,269,516,292
愛宕２丁目,422,443,865,491
愛宕３丁目,291,424,715,462
愛宕４丁目,"1,230","1,371","2,601","1,391"
,"2,190","2,507","4,697","2,636"
,,,,
,"72,178","75,248","147,426","73,454"
48
関戸く蟶�,蝗幄ｰｷ,蝗幄ｰｷ�謎ｸ∫岼,蝗幄ｰｷ�謎ｸ∫岼,2535,0.45,5633,3383,74.9
206164,1320603504,206,035,04,,,,,笳�,50,035004,蠎應ｸｭ蟶�,蝗幄ｰｷ,蝗幄ｰｷ�比ｸ∫岼,蝗幄ｰｷ�比ｸ∫岼,1204,0.21,5733,1503,80.1
206165,1320603505,206,035,05,,,,,笳�,50,035005,蠎應ｸｭ蟶�,蝗幄ｰｷ,蝗幄ｰｷ�穂ｸ∫岼,蝗幄ｰｷ�穂ｸ∫岼,1698,0.42,4043,2360,71.9
206166,1320603506,206,035,06,,,,,笳�,50,035006,蠎應ｸｭ蟶�,蝗幄ｰｷ,蝗幄ｰｷ�紋ｸ∫岼,蝗幄ｰｷ�紋ｸ∫岼,1278,0.23,5557,976,130.9
206167,1320603600,206,036,00,,,,笳�,,40,0360,蠎應ｸｭ蟶�,譌･譁ｰ逕ｺ,,譌･譁ｰ逕ｺ,8921,0.85,10495,3727,239.4
