Id,名称,情報,緯度,経度
896,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.61899674,139.7405906
897,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.61681061,139.7402137
898,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.5971792,139.7372938
899,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.59886378,139.7374505
900,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.59674859,139.7342663
901,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.62762055,139.7142213
902,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.62907513,139.7163073
903,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.62662016,139.7124854
904,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.62493875,139.7099211
905,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.62554087,139.717643
906,ヒヤリハット地点,交通上危険と思われる地点です。車両、歩行者ともに道路状況に注意しながら通行しましょう。,35.63237247,139.7215527
898,ヒヤリハ�248,139.8623166
59,1.46,[sanitize]1.28,35.6896248,139.8624416
59,1.33,[sanitize]1.22,35.6896248,139.8625666
59,1.19,[sanitize]1.18,35.6896248,139.8626916
59,1.29,[sanitize]1.3,35.6896248,139.8628166
59,1.63,[sanitize]1.65,35.6896248,139.8629416
59,1.59,[sanitize]1.66,35.6896248,139.8630666
59,0.84,[sanitize]0.97,35.6896248,139.8631916
59,1.22,[sanitize]1.3,35.6896248,139.8633166
59,1.49,[sanitize]1.57,35.6896248,139.8634416
59,1.41,[sanitize]1.51,35.6896248,139.8635666
59,1.29,[sanitize]1.4,35.6896248,139.8636916
59,1.28,[sanitize]1.39,35.6896248,139.8638166
59,1.33,[sanitize]1.44,35.6896248,139.8639416
59,1.14,[sanitize]1.26,35.6896248,139.8640666
59,0.91,[sanitize]1.07,35.6896248,139.8641916
59,0.61,[sanitize]0.77,35.6896248,139.8643166
59,0.55,[sanitize]0.72,35.6896248,139.8644416
59,0.6,[sanitize]0.8,35.6896248,139.8645666
59,0.59,[sanitize]0.79,35.6896248,139.8646916
59,0.67,[sanitize]0.88,35.6896248,139.8648166
59,0.92,[sanitize]1.13,35.6896248,139.8649416
59,0.98,[sanitize]1.2,35.6896248,139.8650666
59,0.92,[sanitize]1.15,35.6896248,139.8651916
59,0.82,[sanitize]1.06,35.6896248,139.8653166
59,0.78,[sanitize]1.03,35.6896248,139.8654416
59,0.91,[sanitize]1.16,35.6896248,139.8655666
59,1.04,[sanitize]1.3,35.6896248,139.8656916
59,1.09,[sanitize]1.35,35.6896248,139.8658166
59,0.79,[sanitize]1.07,35.6896248,139.8659416
59,0.64,[sanitize]0.93,35.6896248,139.8660666
59,0.72,[sanitize]1.01,35.6896248,139.8661916
59,0.78,[sanitize]1.08,35.6896248,139.8663166
59,0.81,[sanitize]1.12,35.6896248,139.8664416
59,0.84,[sanitize]1.15,35.6896248,139.8665666
