5-(3)　　岡田港,,,,,
④　海上出入貨物,,,,,単位： トン
品　　　種　　　等,,コード,総　　数,移出,移入
総　　　　　　　数,,,"32,158","10,240","21,918"
【一般】,,,"32,158","10,240","21,918"
(1)　農水産品,,,"6,630","1,434","5,196"
　　　　麦,,11,‐,‐,‐
　　　　米,,21,29,‐,29
　　　　とうもろこし,,22,‐,‐,‐
　　　　豆類,,23,‐,‐,‐
　　　　その他雑穀,,24,‐,‐,‐
　　　　野菜・果物,,31,"1,140",‐,"1,140"
　　　　綿花,,41,‐,‐,‐
　　　　その他農産品,,51,"1,038","1,008",30
　　　　羊毛,,61,‐,‐,‐
　　　　その他畜産品,,71,"2,133",164,"1,969"
         水産品,,81,"2,290",262,"2,028"
(2)　林産品,,,270,1,269
　　　　原木,,91,‐,‐,‐
　　　　製材,,92,261,‐,261
　　　　樹脂類,,101,‐,‐,‐
　　　　木材チップ,,111,‐,‐,‐
　　　　その他林産品,,112,9,1,8
　　　　薪炭,,121,‐,‐,‐
(3)　鉱産品,,,"7,020",‐,"7,020"
　　　　石炭,,131,‐,‐,‐
　　　　鉄鉱石,,141,‐,‐,‐
　　　　金属鉱,,151,‐,‐,‐
　　　　砂利・砂,,161,"7,020",‐,"7,020"
　　　　石材,,162,‐,‐,‐
　　　　原油,,171,‐,‐,‐
　　　　りん鉱石,,181,‐,‐,‐
　　　　石灰石,,191,‐,‐,‐
　　　　原塩,,201,‐,‐,‐
　　　　非金属鉱物,,211,‐,‐,‐
(4)  金属機械工業品,,,"1,538",423,"1,115"
　　　　鉄鋼,,221,‐,,‐
　　　　鋼材,,222,‐,,‐
　　　　非鉄金属,,231,‐,,‐
　　　　金属製品,,241,507,22,485
　　　　鉄道車両,,251,‐,‐,‐
　　　　完成自動車,,252,540,192,348
　　　　その他輸送用車両,,253,309,98,211
　　　　二輪自動車,,254,182,111,71
　　　　自動車部品,,255,‐,,
　　　　その他輸送機械,,256,‐,,
　　　　産業機械,,261,‐,,
　　　　電気機械,,262,‐,‐,‐
　　　　測量・光学・医療用機械,,263,‐,‐,‐
　　　　事務用機器,,264,‐,‐,‐
　　　　その他機械,,265,‐,‐,‐
(5)　化学工業品,,,855,8,847
　　　　陶磁器,,271,‐,‐,‐
　　　　セメント,,281,380,‐,380
　　　　ガラス類,,291,‐,‐,‐
　　　　窯業品,,301,239,8,231
　　　　重油,,311,‐,‐,‐
　　　　揮発油,,320,‐,‐,‐
　　　　その他の石油,,321,23,‐,23
　　　　LNG（液化天然ガス）,,322,‐,‐,‐
　　　　LPG（液化石油ガス）,,323,213,‐,213
　　　　石油製品,,324,‐,‐,‐
　　　　コークス,,331,‐,‐,‐
　　　　石炭製品,,341,‐,‐,‐
　　　　化学薬品,,351,‐,‐,‐
　　　　化学肥料,,361,‐,‐,‐
"　　　　染料・塗料・合成樹脂
  　　　その他化学工業品",,371,‐,‐,‐
(6)　軽工業品,,,431,‐,431
　　　　紙、パルプ,,381,‐,‐,‐
　　　　糸及び紡績半製品,,391,‐,‐,‐
　　　　その他繊維工業品,,401,‐,‐,‐
　　　　砂糖,,411,‐,‐,‐
　　　　製造食品,,421,39,‐,39
　　　　飲料,,422,392,‐,392
　　　　水,,423,‐,‐,‐
　　　　たばこ,,424,‐,‐,‐
　　　　その他食料工業品,,425,‐,‐,‐
(7)　雑工業品,,,"1,180",423,757
　　　　がん具,,431,‐,‐,‐
　　  　衣服・身廻品・はきもの,,441,‐,‐,‐
"　       文房具・運動娯楽用品・
         楽器",,442,‐,‐,‐
　　　　家具装備品,,443,‐,‐,‐
　　　　その他日用品,,444,"1,180",423,757
　　　　ゴム製品,,451,‐,‐,‐
　　　　木製品,,461,‐,‐,‐
　　　　その他製造工業品,,471,‐,‐,‐
(8)　特殊品,,,"13,637","7,403","6,234"
　　　　金属くず,,481,‐,‐,‐
　　　　再利用資材,,491,26,23,3
　　　　動植物性製造飼肥料,,501,75,‐,75
　　　　廃棄物,,511,109,75,34
　　　　廃土砂,,512,52,47,5
　　　　輸送用容器,,521,478,392,86
　　　　取合せ品,,531,"12,897","6,866","6,031"
(9)　分類不能のもの,,541,597,548,49
【自航】,,,‐,‐,‐
　　　80","12,417,382",958,"6,802,266","1,522","5,615,116","24,814","16,595,857","37,208","8,430,674"
　　43年(1968),"68,894","39,230,470","2,664","13,268,983","1,030","7,164,348","1,634","6,104,635","25,055","16,846,465","41,175","9,115,022"
　　44年(1969),"70,158","39,898,759","2,614","13,531,985",999,"6,618,056","1,615","6,913,929","24,836","16,945,212","42,708","9,421,562"
　　45年(1970),"76,816","39,006,107","2,796","15,001,764","1,174","8,045,152","1,622","6,956,612","26,346","17,649,583","47,674","6,354,760"
　　46年(1971),"76,586","38,476,032","2,765","13,957,785","1,131","7,322,758","1,634","6,635,027","25,912","17,877,089","47,909","6,641,158"
　　47年(1972),"79,763","45,861,461","2,782","18,196,663","1,238","9,650,580","1,544","8,546,083","76,981","27,664,798",汽船(内航船)に含む,
　　48年(1973),"81,689","58,857,408","2,978","24,907,701","1,562","14,521,744","1,416","10,385,957","78,711","33,949,707",(以下同じ),
　　49年(1974),"72,222","62,921,959","3,010","25,589,597","1,726","15,101,968","1,284","10,487,629","69,212","37,332,362",,
　　50年(1975),"65,444","64,092,745","3,096","27,424,364","1,805","16,110,140","1,291","11,314,224","62,348","36,668,381",,
　　51年(1976),"64,794","65,743,008","3,428","30,209,851","2,192","18,531,779","1,236","11,678,072","61,366","35,533,157",,
　　52年(1977),"65,014","70,380,266","3,710","34,904,530","2,425","21,964,892","1,285","12,939,638","61,304","35,475,736",,
　　53年(1978),"63,582","72,455,485","3,853","36,916,437","2,605","23,825,729","1,248","13,090,708","59,729","35,539,048",,
　　54年(1979),"64,116","75,338,078","4,090","39,370,492","2,730","25,464,881","1,360","13,905,611","60,026","35,967,586",,
　　55年(1980),"63,369","76,862,997","3,874","40,789,450","2,581","25,898,548","1,293","14,890,902","59,495","36,073,547",,
　　56年(1981),"60,643","78,062,042","3,857","42,746,927","2,578","27,317,600","1,279","15,429,327","56,786","35,315,115",,
　　57年(1982),"55,487","79,683,759","4,065","45,314,895","2,774","29,263,122","1,291","16,051,773","51,422","34,368,864",,
　　58年(1983),"53,009","80,962,059","4,161","47,099,330","2,837","30,427,940","1,324","16,671,390","48,848","33,862,729",,
　　59年(1984),"56,985","83,068,059","4,014","48,573,999","2,783","32,047,493","1,231","16,526,506","52,971","34,494,060",,
　　60年(1985),"55,992","91,182,320","4,269","57,652,910","2,885","37,396,190","1,384","20,256,720","51,723","33,529,410",,
　　61年(1986),"57,485","98,573,767","4,321","65,036,979","3,015","44,753,588","1,306","20,283,391","53,164","33,536,788",,
　　62年(1987),"57,121","107,780,595","4,646","73,887,717","3,322","51,736,838","1,324","22,150,879","52,475","33,892,878",,
　　63年(1988),"58,206","114,394,007","4,702","79,509,232","3,474","59,746,323","1,228","19,762,909","53,504","34,884,775",,
平成 元年(1989),"57,659","117,983,470","4,724","79,894,283","3,692","63,572,312","1,032","16,321,971","52,935","38,089,187",,
　　 2年(1990),"55,934","125,507,500","4,915","85,038,055","3,914","68,390,758","1,001","16,647,297","51,019","40,469,445",,
　　 3年(1991),"56,753","131,909,101","5,134","90,145,562","4,250","75,597,832",884,"14,547,730","51,619","41,763,539",,
　　 4年(1992),"54,387","133,462,166","5,374","92,201,815","4,524","74,445,691",850,"17,756,124","49,013","41,260,351",,
　　 5年(1993),"50,213","116,557,088","4,609","76,215,839","3,963","61,302,642",646,"14,913,197","45,604","40,341,249",,
　　 6年(1994),"48,882","122,801,795","4,709","81,616,589","4,233","69,285,681",476,"12,330,908","44,173","41,185,206",,
　　 7年(1995),"48,716","133,898,523","4,893","91,589,583","4,554","81,680,259",339,"9,909,324","43,823","42,308,940",,
　　 8年(1996),"46,279","140,214,228","4,787","98,292,551","4,486","89,216,392",301,"9,076,159","41,492","41,921,677",,
　　 9年(1997),"45,331","148,363,636","5,124","106,144,749","4,851","97,433,480",273,"8,711,269","40,207","42,218,887",,
