町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,114,67,86,153
両国二丁目,117,79,90,169
両国三丁目,52,44,38,82
両国四丁目,123,75,84,159
千歳一丁目,41,28,27,55
千歳二丁目,43,30,29,59
千歳三丁目,42,34,45,79
緑一丁目,104,69,69,138
緑二丁目,81,59,67,126
緑三丁目,113,94,93,187
緑四丁目,232,149,209,358
立川一丁目,35,20,27,47
立川二丁目,40,32,18,50
立川三丁目,19,15,19,34
立川四丁目,49,33,40,73
菊川一丁目,36,20,35,55
菊川二丁目,49,32,41,73
菊川三丁目,95,78,69,147
江東橋一丁目,114,76,132,208
江東橋二丁目,171,131,171,302
江東橋三丁目,123,85,97,182
江東橋四丁目,340,210,357,567
江東橋五丁目,69,46,78,124
横網一丁目,14,13,9,22
横網二丁目,43,32,26,58
亀沢一丁目,49,36,43,79
亀沢二丁目,57,39,55,94
亀沢三丁目,54,47,50,97
亀沢四丁目,98,56,105,161
石原一丁目,82,61,70,131
石原二丁目,52,37,40,77
石原三丁目,74,62,45,107
石原四丁目,74,53,76,129
本所一丁目,52,41,53,94
本所二丁目,22,18,27,45
本所三丁目,52,30,50,80
本所四丁目,44,28,48,76
東駒形一丁目,43,32,27,59
東駒形二丁目,27,22,18,40
東駒形三丁目,33,21,24,45
東駒形四丁目,28,29,36,65
吾妻橋一丁目,72,63,57,120
吾妻橋二丁目,31,16,34,50
吾妻橋三丁目,24,18,32,50
錦糸一丁目,134,83,141,224
錦糸二丁目,92,71,80,151
錦糸三丁目,72,47,82,129
錦糸四丁目,112,78,125,203
太平一丁目,160,121,162,283
太平二丁目,96,61,93,154
太平三丁目,94,64,92,156
太平四丁目,175,137,204,341
横川一丁目,28,33,31,64
横川二丁目,43,36,32,68
横川三丁目,43,34,49,83
横川四丁目,76,44,61,105
横川五丁目,50,67,111,178
業平一丁目,43,40,33,73
業平二丁目,24,25,19,44
業平三丁目,18,14,19,33
業平四丁目,48,39,58,97
業平五丁目,24,22,24,46
向島一丁目,45,39,37,76
向島二丁目,40,28,37,65
