町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,149,82,106,188
両国二丁目,119,79,96,175
両国三丁目,52,39,45,84
両国四丁目,125,61,96,157
千歳一丁目,37,27,25,52
千歳二丁目,38,24,25,49
千歳三丁目,46,38,45,83
緑一丁目,93,64,64,128
緑二丁目,77,56,67,123
緑三丁目,99,82,88,170
緑四丁目,221,147,197,344
立川一丁目,32,18,24,42
立川二丁目,34,27,22,49
立川三丁目,16,13,16,29
立川四丁目,34,28,30,58
菊川一丁目,35,24,35,59
菊川二丁目,38,26,35,61
菊川三丁目,88,69,73,142
江東橋一丁目,108,66,134,200
江東橋二丁目,190,142,169,311
江東橋三丁目,109,78,94,172
江東橋四丁目,349,224,379,603
江東橋五丁目,59,52,75,127
横網一丁目,12,12,6,18
横網二丁目,61,42,34,76
亀沢一丁目,51,33,49,82
亀沢二丁目,62,37,58,95
亀沢三丁目,54,45,50,95
亀沢四丁目,85,51,90,141
石原一丁目,91,72,69,141
石原二丁目,48,36,34,70
石原三丁目,61,48,40,88
石原四丁目,59,47,63,110
本所一丁目,62,49,58,107
本所二丁目,18,15,27,42
本所三丁目,69,33,66,99
本所四丁目,43,31,45,76
東駒形一丁目,49,32,33,65
東駒形二丁目,36,31,22,53
東駒形三丁目,29,16,23,39
東駒形四丁目,24,29,33,62
吾妻橋一丁目,54,42,47,89
吾妻橋二丁目,25,13,25,38
吾妻橋三丁目,25,17,32,49
錦糸一丁目,146,93,136,229
錦糸二丁目,97,70,78,148
錦糸三丁目,79,55,83,138
錦糸四丁目,106,79,120,199
太平一丁目,164,128,153,281
太平二丁目,96,56,102,158
太平三丁目,75,65,72,137
太平四丁目,167,126,197,323
横川一丁目,27,33,33,66
横川二丁目,45,35,36,71
横川三丁目,47,35,49,84
横川四丁目,81,53,62,115
横川五丁目,49,64,102,166
業平一丁目,36,33,29,62
業平二丁目,24,21,27,48
業平三丁目,21,16,18,34
業平四丁目,45,40,58,98
業平五丁目,24,20,24,44
向島一丁目,46,37,36,73
向島二丁目,35,30,30,60
向島三丁目,70,36,70,106
向島四丁目,26,31,31,62
向島五丁目,61,55,58,113
東向島一丁目,34,32,32,64
東向島二丁目,48,39,67,106
東向島三丁目,60,43,56,99
東向島四丁目,53,39,55,94
東向島五丁目,39,33,50,83
