町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,83,54,66,120
両国二丁目,111,69,95,164
両国三丁目,55,40,42,82
両国四丁目,85,65,61,126
千歳一丁目,33,22,29,51
千歳二丁目,34,22,27,49
千歳三丁目,61,45,46,91
緑一丁目,123,85,78,163
緑二丁目,81,60,69,129
緑三丁目,99,75,97,172
緑四丁目,238,160,177,337
立川一丁目,26,14,22,36
立川二丁目,36,29,15,44
立川三丁目,23,22,20,42
立川四丁目,60,42,36,78
菊川一丁目,43,29,33,62
菊川二丁目,34,26,30,56
菊川三丁目,71,61,57,118
江東橋一丁目,138,83,152,235
江東橋二丁目,171,114,156,270
江東橋三丁目,125,79,90,169
江東橋四丁目,315,199,304,503
江東橋五丁目,78,62,81,143
横網一丁目,6,5,4,9
横網二丁目,33,24,23,47
亀沢一丁目,42,30,37,67
亀沢二丁目,41,31,39,70
亀沢三丁目,50,37,52,89
亀沢四丁目,87,56,98,154
石原一丁目,105,75,67,142
石原二丁目,44,35,36,71
石原三丁目,53,41,38,79
石原四丁目,81,61,83,144
本所一丁目,53,36,52,88
本所二丁目,15,14,21,35
本所三丁目,46,23,43,66
本所四丁目,55,32,57,89
東駒形一丁目,32,22,24,46
東駒形二丁目,30,23,16,39
東駒形三丁目,29,15,23,38
東駒形四丁目,34,27,34,61
吾妻橋一丁目,60,61,47,108
吾妻橋二丁目,27,13,24,37
吾妻橋三丁目,15,22,23,45
錦糸一丁目,141,86,124,210
錦糸二丁目,67,46,80,126
錦糸三丁目,69,42,64,106
錦糸四丁目,95,78,101,179
太平一丁目,160,115,143,258
太平二丁目,77,53,72,125
太平三丁目,78,53,80,133
太平四丁目,157,138,187,325
横川一丁目,32,30,31,61
横川二丁目,41,35,29,64
横川三丁目,33,26,36,62
横川四丁目,56,31,46,77
横川五丁目,49,70,108,178
業平一丁目,47,38,41,79
業平二丁目,20,22,18,40
業平三丁目,24,15,20,35
業平四丁目,38,36,45,81
業平五丁目,33,24,27,51
向島一丁目,47,37,35,72
向島二丁目,42,36,32,68
向島三丁目,91,65,73,138
向島四丁目,33,33,30,63
向島五丁目,61,54,65,119
東向島一丁目,52,41,49,90
東向島二丁目,48,42,66,108
東向島三丁目,56,47,52,99
東向島四丁目,53,38,64,102
東向島五丁目,49,42,58,100
東向島六丁目,61,48,60,108
堤通一丁目,40,47,38,85
堤通二丁目,80,94,150,244
墨田一丁目,57,47,88,135
墨田二丁目,45,47,55,102
墨田三丁目,51,49,65,114
墨田四丁目,51,46,57,103
墨田五丁目,27,18,38,56
押上一丁目,36,40,24,64
押上二丁目,44,33,41,74
押上三丁目,60,51,84,135
京島一丁目,71,71,93,164
京島二丁目,27,28,16,44
京島三丁目,33,31,45,76
文花一丁目,78,89,157,246
文花二丁目,69,45,75,120
文花三丁目,18,20,27,47
八広一丁目,40,37,47,84
八広二丁目,51,51,55,106
八広三丁目,36,39,46,85
八広四丁目,62,44,76,120
八広五丁目,43,53,46,99
八広六丁目,46,46,63,109
立花一丁目,435,352,396,748
立花二丁目,51,45,38,83
立花三丁目,94,73,100,173
立花四丁目,72,78,99,177
立花五丁目,106,125,97,222
立花六丁目,68,52,71,123
東墨田一丁目,15,13,4,17
東墨田二丁目,45,39,41,80
東墨田三丁目,32,31,21,52
立花六丁目,68295329316, 35.5981153143425 ], [ 139.7436846996028, 35.598132802489857 ], [ 139.74367917169471, 35.598141541801773 ], [ 139.74367916938266, 35.598143614983094 ], [ 139.74368247444735, 35.598148845468558 ], [ 139.74368467668486, 35.598153354026415 ], [ 139.74368710135772, 35.598156330397011 ], [ 139.74369460434525, 35.598157868330624 ], [ 139.74370100339974, 35.5981596758579 ], [ 139.74371138165898, 35.598155987902111 ], [ 139.7437183365488, 35.598154190306097 ], [ 139.74372683441285, 35.598154286763197 ], [ 139.74373643369861, 35.598156367083192 ], [ 139.74374150739121, 35.598159075006905 ], [ 139.7437437084269, 35.598164665223507 ], [ 139.74374403821059, 35.598165837267757 ], [ 139.74376257962857, 35.598165490496193 ], [ 139.74376975825712, 35.598160988911737 ], [ 139.74378300354627, 35.59815946640186 ], [ 139.74379857750458, 35.598148030397375 ], [ 139.74381402864915, 35.598147771460376 ], [ 139.74382417573781, 35.598153457716009 ], [ 139.74382936381062, 35.598152560185262 ], [ 139.7438377553253, 35.598149051019838 ], [ 139.74384526122483, 35.598147974932829 ], [ 139.74385795128362, 35.598149516707785 ], [ 139.74386236841869, 35.598147176388956 ], [ 139.74387208629548, 35.59814186543796 ], [ 139.74388091745448, 35.598139979086945 ], [ 139.74389118012488, 35.598140978226311 ], [ 139.74390772768018, 35.598147210055316 ], [ 139.74391203384894, 35.598145410482658 ], [ 139.74392075855408, 35.598140008652415 ], [ 139.74393256761235, 35.598139837136429 ], [ 139.74394779301753, 35.598144084934475 ], [ 139.74395949301592, 35.598142741535838 ], [ 139.74397461397123, 35.598141671087845 ], [ 139.74398620821393, 35.598136181242104 ], [ 139.74399669511735, 35.598134025694947 ], [ 139.74400684582287, 35.598136466955744 ], [ 139.744004575171, 35.598094190366069 ], [ 139.74399956347509, 35.5980356868332 ], [ 139.74399507665564, 35.598001430917037 ], [ 139.74397774997044, 35.598001147656312 ], [ 139.74396880846598, 35.598003033932656 ], [ 139.74393636065054, 35.598004001389938 ], [ 139.74392653543904, 35.598006608114773 ], [ 139.74392653333391, 35.598008501019507 ], [ 139.74393370071263, 35.598014094917069 ], [ 139.74393866133369, 35.598019236485321 ], [ 139.74394714966266, 35.598027896067336 ], [ 139.74395607333253, 35.598042054413675 ], [ 139.74395838263857, 35.598049537613058 ], [ 139.74395859614953, 35.598056027735801 ], [ 139.74395627131034, 35.598062515976061 ], [ 139.74395460183459, 35.598075134113145 ], [ 139.74395095313872, 35.598081170679485 ], [ 139.74394432383718, 35.598087926142128 ], [ 139.74393339127599, 35.598093867166682 ], [ 139.74392444575028, 35.598099358972469 ], [ 139.74392652350221, 35.598116576947113 ], [ 139.74378017215898, 35.598125301846942 ], [ 139.74377789128414, 35.598092309499982 ], [ 139.74386431230567, 35.598086334416436 ], [ 139.74386155744199, 35.598082546558686 ], [ 139.74384700386364, 35.598069645962724 ], [ 139.74384237573926, 35.598063242700114 ], [ 139.74383377665345, 35.598054943582099 ], [ 139.74383621537746, 35.598045300584957 ], [ 139.74384173974994, 35.598039716106882 ], [ 139.74384538855244, 35.598033589405489 ], [ 139.74384759982604, 35.598029985511637 ], [ 139.74385124862764, 35.598023858810059 ], [ 139.74385997553071, 35.598016473941037 ], [ 139.74386693341452, 35.598011972186775 ], [ 139.74388051899359, 35.598002157186393 ], [ 139.74388791351296, 35.598001982397967 ], [ 139.74390545952022, 35.598003527771887 ], [ 139.74392068720397, 35.598005702392044 ], [ 139.74392223449107, 35.598003720495292 ], [ 139.7439220253942, 35.597993264286309 ], [ 139.7439261145376, 35.597988129431457 ], [ 139.74390172593039, 35.597986669121397 ], [ 139.74389477276392, 35.597986934376614 ], [ 139.74388837482195, 35.597984135338052 ], [ 139.74387965123486, 35.597988545644583 ], [ 139.74387236707963, 35.597988720514415 ], [ 139.74386298803464, 35.597987091060688 ], [ 139.74385194822844, 35.59799023770811 ], [ 139.74384157601753, 35.597988517376891 ], [ 139.74383605887357, 35.597987611895917 ], [ 139.74382943860201, 35.597986254903454 ], [ 139.74381044864722, 35.597993001178224 ], [ 139.74380073771107, 35.597992092580277 ], [ 139.74379687741708, 35.597989926390866 ], [ 139.74379872156317, 35.598018681909018 ], [ 139.74373481727315, 35.598022330089783 ], [ 139.74373032926124, 35.597989245962033 ], [ 139.74371862174556, 35.597997349712529 ], [ 139.74368473860793, 35.597998856865139 ], [ 139.74367612707999, 35.598001734887553 ], [ 139.74366939373266, 35.598002811538855 ], [ 139.74364852909829, 35.598008204317381 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 9814, "SAFIELD001": 57290, "SAFIELD002": 1, "SAFIELD003": 7.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.74344891635434, 35.598175172186565 ], [ 139.74345288338304, 35.59818058344878 ], [ 139.7434606072963, 35.598181941284935 ], [ 139.74346888625018, 35.598180415105908 ], [ 139.74347242139939, 35.598177262898176 ], [ 139.74347572756025, 35.598181501867771 ], [ 139.74348179683173, 35.59818213736169 ], [ 139.74348764628354, 35.598181961445903 ], [ 139.74349548549648, 35.598178902584543 ], [ 139.74349571186372, 35.598173855003317 ], [ 139.74349505482172, 35.598169257455503 ], [ 139.74348987228464, 35.598165197364402 ], [ 139.74348159716104, 35.59816329828881 ], [ 139.74347574488957, 35.598165998077199 ], [ 139.743468133759, 35.598162477004699 ], [ 139.74346460082711, 35.59816364616934 ], [ 139.74345477759638, 35.598164450089243 ], [ 139.74345002734336, 35.598168592912522 ], [ 139.74344891635434, 35.598175172186565 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 9815, "SAFIELD001": 57289, "SAFIELD002": 1, "SAFIELD003": 11.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.74349659597809, 35.598172774001654 ], [ 139.74350254622379, 35.598181161307558 ], [ 139.74351247689867, 35.598182971477215 ], [ 139.74351358053082, 35.598182972299753 ], [ 139.74351578769443, 35.598183064083123 ], [ 139.74351821578585, 35.598182975754312 ], [ 139.74352274289305, 35.598180996083464 ], [ 139.74352904245703, 35.598173068599358 ], [ 139.74353169469796, 35.598169915731951 ], [ 139.74354163272159, 35.598165145802035 ], [ 139.74354672040158, 35.598155324507786 ], [ 139.7435434168556, 35.598148741943852 ], [ 139.74354066411917, 35.598143061174135 ], [ 139.74354453337361, 35.598137205061413 ], [ 139.74354564173677, 35.598132969382718 ], [ 139.74354068344948, 35.598125754617087 ], [ 139.74353781350453, 35.5981262031707 ], [ 139.74352864702058, 35.598131875059195 ], [ 139.74353028293382, 35.598149363126446 ], [ 139.74353016803957, 35.598153419268506 ], [ 139.74352762535676, 35.598157293324661 ], [ 139.74352232641365, 35.598158641451761 ], [ 139.74352022749915, 35.598160442655427 ], [ 139.7435147073258, 35.598162241309282 ], [ 139.74350410812897, 35.598166109360236 ], [ 139.74349659597809, 35.598172774001654 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 9816, "SAFIELD001": 57285, "SAFIELD002": 1, "SAFIELD003": 38.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.74302678500578, 35.598069574964178 ], [ 139.74302909807363, 35.598073632925136 ], [ 139.74303460893705, 35.598080127018733 ], [ 139.74303482703084, 35.598082470780362 ], [ 139.74303250150888, 35.598089499832582 ], [ 139.74303393025542, 35.598094819068315 ], [ 139.74303911489099, 35.598096986274371 ], [ 139.74304562347905, 35.598099515025673 ], [ 139.74304584005469, 35.59810321086205 ], [ 139.74303910031227, 35.598109966192055 ], [ 139.74303898681069, 35.598112760397207 ], [ 139.74303941864531, 35.598121323868071 ], [ 139.7430372037895, 35.598128082588069 ], [ 139.74303907641939, 35.59813123883486 ], [ 139.74304150106767, 35.598134215218437 ], [ 139.74304116187912, 35.59814142603571 ], [ 139.74304567998587, 35.598147468692972 ], [ 139.74304677855588, 35.598151976435609 ], [ 139.74304798688181, 35.598157025090813 ], [ 139.74304764739006, 35.598164506323045 ], [ 139.74305303959753, 35.598178391674942 ], [ 139.74305645407509, 35.598184433505011 ], [ 139.74306285493913, 35.598184618576454 ], [ 139.74307025484094, 35.598179666507491 ], [ 139.74308074389953, 35.598175618135457 ], [ 139.74308527658243, 35.598168680873655 ], [ 139.74308318524729, 35.598163721695968 ], [ 139.7430820897109, 35.59815650980417 ], [ 139.74307977805469, 35.598151189907846 ], [ 139.74308209962777, 35.598147676249134 ], [ 139.74308100672272, 35.598138120761078 ], [ 139.74307649670979, 35.598124867039779 ], [ 139.74307033094794, 35.598111882493349 ], [ 139.74306570035282, 35.598107732658981 ], [ 139.74306338465055, 35.598106018294985 ], [ 139.74306228304377, 35.598104214701976 ], [ 139.74305787439033, 35.598098983372829 ], [ 139.74305975268857, 35.598097091873562 ], [ 139.74306328582583, 35.598095742444151 ], [ 139.74305931973853, 35.598089519924216 ], [ 139.74306153499626, 35.598082400650497 ], [ 139.74306010715907, 35.59807627017021 ], [ 139.74305680031591, 35.598072662157399 ], [ 139.74305569972196, 35.598069957181139 ], [ 139.74305459710359, 35.598069054971234 ], [ 139.7430564767171, 35.598065991673863 ], [ 139.74305802564618, 35.598062567575191 ], [ 139.7430524060386, 35.598054631186884 ], [ 139.7430509740523, 35.598052196377502 ], [ 139.74304799556637, 35.598051022347057 ], [ 139.74304744425734, 35.598050571242062 ], [ 139.74304302912867, 35.598051108764686 ], [ 139.74304577848608, 35.598059764110282 ], [ 139.74304290590862, 35.598062556248379 ], [ 139.74304025598059, 35.598063635923744 ], [ 139.74302701119962, 35.59806470766042 ], [ 139.74302678500578, 35.598069574964178 ] ] ] } },
