町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,87,54,69,123
両国二丁目,118,77,88,165
両国三丁目,61,43,46,89
両国四丁目,109,68,80,148
千歳一丁目,32,20,27,47
千歳二丁目,37,25,28,53
千歳三丁目,52,41,46,87
緑一丁目,117,69,84,153
緑二丁目,74,54,69,123
緑三丁目,96,78,95,173
緑四丁目,225,151,177,328
立川一丁目,23,11,16,27
立川二丁目,36,31,12,43
立川三丁目,28,22,23,45
立川四丁目,52,37,35,72
菊川一丁目,51,33,37,70
菊川二丁目,44,28,38,66
菊川三丁目,86,64,73,137
江東橋一丁目,130,82,147,229
江東橋二丁目,178,120,174,294
江東橋三丁目,116,75,91,166
江東橋四丁目,327,205,328,533
江東橋五丁目,78,56,85,141
横網一丁目,9,10,7,17
横網二丁目,37,25,25,50
亀沢一丁目,41,34,38,72
亀沢二丁目,45,32,44,76
亀沢三丁目,50,38,54,92
亀沢四丁目,88,55,99,154
石原一丁目,92,70,63,133
石原二丁目,47,37,39,76
石原三丁目,66,55,45,100
石原四丁目,81,59,81,140
本所一丁目,46,31,59,90
本所二丁目,12,12,21,33
本所三丁目,49,27,45,72
本所四丁目,48,32,53,85
東駒形一丁目,46,33,31,64
東駒形二丁目,31,25,18,43
東駒形三丁目,29,15,25,40
東駒形四丁目,29,26,34,60
吾妻橋一丁目,60,60,49,109
吾妻橋二丁目,24,16,28,44
吾妻橋三丁目,25,21,28,49
錦糸一丁目,129,78,125,203
錦糸二丁目,81,58,79,137
錦糸三丁目,64,41,62,103
錦糸四丁目,114,81,119,200
太平一丁目,168,127,149,276
太平二丁目,83,53,76,129
太平三丁目,85,56,82,138
太平四丁目,148,126,186,312
横川一丁目,31,31,35,66
横川二丁目,38,33,30,63
横川三丁目,44,37,50,87
横川四丁目,64,34,53,87
横川五丁目,57,63,113,176
業平一丁目,44,37,35,72
業平二丁目,17,21,17,38
業平三丁目,25,16,20,36
業平四丁目,43,34,51,85
業平五丁目,38,32,27,59
向島一丁目,48,43,36,79
向島二丁目,43,33,33,66
向島三丁目,85,56,72,128
向島四丁目,36,36,31,67
向島五丁目,66,60,59,119
東向島一丁目,49,42,49,91
東向島二丁目,44,39,63,102
東向島三丁目,61,45,58,103
東向島四丁目,49,40,61,101
東向島五丁目,45,37,56,93
東向島六丁目,50,41,61,102
堤通一丁目,46,53,41,94
堤通二丁目,75,89,147,236
墨田一丁目,65,50,88,138
墨田二丁目,45,46,53,99
墨田三丁目,63,51,71,122
墨田四丁目,63,55,59,114
墨田五丁目,35,24,43,67
押上一丁目,34,33,29,62
押上二丁目,51,36,46,82
押上三丁目,63,49,90,139
京島一丁目,71,69,104,173
京島二丁目,27,26,19,45
京島三丁目,38,31,48,79
文花一丁目,74,89,147,236
文花二丁目,77,47,79,126
文花三丁目,19,24,24,48
八広一丁目,41,37,51,88
八広二丁目,46,47,48,95
八広三丁目,41,42,53,95
