町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,74,51,60,111
両国二丁目,109,67,95,162
両国三丁目,54,38,43,81
両国四丁目,79,63,58,121
千歳一丁目,35,21,30,51
千歳二丁目,32,20,25,45
千歳三丁目,60,46,44,90
緑一丁目,125,88,77,165
緑二丁目,78,56,68,124
緑三丁目,97,73,98,171
緑四丁目,231,156,174,330
立川一丁目,23,12,21,33
立川二丁目,39,33,18,51
立川三丁目,24,22,21,43
立川四丁目,58,40,35,75
菊川一丁目,39,26,30,56
菊川二丁目,36,28,32,60
菊川三丁目,71,61,57,118
江東橋一丁目,143,84,150,234
江東橋二丁目,166,114,150,264
江東橋三丁目,122,78,90,168
江東橋四丁目,323,204,305,509
江東橋五丁目,76,64,78,142
横網一丁目,6,5,4,9
横網二丁目,34,25,23,48
亀沢一丁目,40,28,37,65
亀沢二丁目,41,30,39,69
亀沢三丁目,52,38,53,91
亀沢四丁目,89,55,98,153
石原一丁目,103,70,71,141
石原二丁目,42,33,36,69
石原三丁目,52,41,39,80
石原四丁目,79,58,83,141
本所一丁目,53,35,53,88
本所二丁目,15,13,22,35
本所三丁目,41,21,39,60
本所四丁目,55,32,57,89
東駒形一丁目,32,23,23,46
東駒形二丁目,28,20,16,36
東駒形三丁目,33,16,27,43
東駒形四丁目,31,23,36,59
吾妻橋一丁目,63,62,52,114
吾妻橋二丁目,28,14,24,38
吾妻橋三丁目,12,19,23,42
錦糸一丁目,142,87,125,212
錦糸二丁目,67,44,77,121
錦糸三丁目,71,42,68,110
錦糸四丁目,100,81,102,183
太平一丁目,154,115,135,250
太平二丁目,68,47,70,117
太平三丁目,70,50,74,124
太平四丁目,154,131,184,315
横川一丁目,33,31,31,62
横川二丁目,43,35,30,65
横川三丁目,32,26,35,61
横川四丁目,59,32,44,76
横川五丁目,47,69,107,176
業平一丁目,46,38,42,80
業平二丁目,22,23,18,41
業平三丁目,25,15,21,36
業平四丁目,39,35,48,83
業平五丁目,26,20,25,45
向島一丁目,44,35,36,71
向島二丁目,42,36,33,69
向島三丁目,92,66,75,141
向島四丁目,36,35,31,66
向島五丁目,62,55,64,119
東向島一丁目,46,39,46,85
東向島二丁目,46,42,64,106
東向島三丁目,58,50,55,105
東向島四丁目,57,40,65,105
東向島五丁目,49,41,59,100
東向島六丁目,63,48,63,111
堤通一丁目,36,41,37,78
堤通二丁目,81,95,149,244
墨田一丁目,57,46,88,134
墨田二丁目,45,47,55,102
墨田三丁目,49,48,63,111
墨田四丁目,51,47,58,105
墨田五丁目,26,18,38,56
押上一丁目,27,33,22,55
押上二丁目,41,32,38,70
押上三丁目,56,48,83,131
京島一丁目,68,69,92,161
京島二丁目,27,28,15,43
京島三丁目,32,29,45,74
文花一丁目,77,88,159,247
文花二丁目,68,44,73,117
文花三丁目,18,20,27,47
八広一丁目,37,34,47,81
八広二丁目,53,48,60,108
八広三丁目,33,35,44,79
八広四丁目,61,42,74,116
八広五丁目,45,53,48,101
八広六丁目,46,46,59,105
立花一丁目,430,347,400,747
立花二丁目,50,46,36,82
立花三丁目,91,70,103,173
立花四丁目,72,78,96,174
立花五丁目,103,121,97,218
立花六丁目,72,56,72,128
東墨田一丁目,15,13,4,17
東墨田二丁目,47,41,42,83
