町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,99,62,72,134
両国二丁目,128,78,96,174
両国三丁目,57,42,44,86
両国四丁目,105,70,74,144
千歳一丁目,38,21,32,53
千歳二丁目,34,21,28,49
千歳三丁目,50,41,41,82
緑一丁目,117,74,79,153
緑二丁目,72,54,64,118
緑三丁目,92,72,95,167
緑四丁目,225,155,170,325
立川一丁目,22,11,16,27
立川二丁目,37,31,16,47
立川三丁目,30,27,23,50
立川四丁目,55,39,36,75
菊川一丁目,48,31,36,67
菊川二丁目,38,23,37,60
菊川三丁目,88,67,71,138
江東橋一丁目,131,84,147,231
江東橋二丁目,166,111,167,278
江東橋三丁目,122,76,93,169
江東橋四丁目,326,203,319,522
江東橋五丁目,78,61,84,145
横網一丁目,9,10,6,16
横網二丁目,36,25,24,49
亀沢一丁目,42,33,40,73
亀沢二丁目,43,33,44,77
亀沢三丁目,49,37,53,90
亀沢四丁目,89,52,101,153
石原一丁目,92,70,63,133
石原二丁目,53,41,40,81
石原三丁目,63,49,42,91
石原四丁目,82,59,80,139
本所一丁目,44,31,54,85
本所二丁目,13,12,22,34
本所三丁目,56,25,54,79
本所四丁目,49,32,52,84
東駒形一丁目,44,34,28,62
東駒形二丁目,34,27,18,45
東駒形三丁目,26,14,23,37
東駒形四丁目,29,26,34,60
吾妻橋一丁目,62,59,54,113
吾妻橋二丁目,28,17,27,44
吾妻橋三丁目,20,18,27,45
錦糸一丁目,129,76,127,203
錦糸二丁目,80,55,81,136
錦糸三丁目,61,39,63,102
錦糸四丁目,111,81,117,198
太平一丁目,162,119,149,268
太平二丁目,76,52,71,123
太平三丁目,80,54,80,134
太平四丁目,150,131,181,312
横川一丁目,29,31,33,64
横川二丁目,40,35,31,66
横川三丁目,41,33,47,80
横川四丁目,62,35,51,86
横川五丁目,57,66,115,181
業平一丁目,48,37,33,70
業平二丁目,17,19,19,38
業平三丁目,22,16,16,32
業平四丁目,49,36,54,90
業平五丁目,39,33,29,62
向島一丁目,43,40,33,73
向島二丁目,44,34,34,68
向島三丁目,82,56,69,125
向島四丁目,35,36,29,65
向島五丁目,68,59,62,121
東向島一丁目,46,41,46,87
東向島二丁目,44,42,65,107
東向島三丁目,58,46,56,102
東向島四丁目,46,36,57,93
東向島五丁目,53,43,57,100
東向島六丁目,51,40,61,101
堤通一丁目,42,51,37,88
堤通二丁目,76,89,150,239
墨田一丁目,64,55,88,143
墨田二丁目,44,41,52,93
墨田三丁目,58,49,68,117
墨田四丁目,56,51,56,107
墨田五丁目,32,24,40,64
押上一丁目,32,30,29,59
押上二丁目,58,41,49,90
押上三丁目,66,55,91,146
京島一丁目,71,66,100,166
京島二丁目,28,28,18,46
京島三丁目,33,28,46,74
文花一丁目,75,92,149,241
文花二丁目,73,46,77,123
文花三丁目,18,24,23,47
八広一丁目,40,34,49,83
八広二丁目,49,52,51,103
八広三丁目,41,41,51,92
八広四丁目,53,39,72,111
八広五丁目,42,42,47,89
八広六丁目,41,39,60,99
立花一丁目,432,366,399,765
立花二丁目,50,40,41,81
立花三丁目,85,71,97,168
立花四丁目,67,75,103,178
立花五丁目,111,125,105,230
立花六丁目,67,46,74,120
東墨田一丁目,18,16,4,20
東墨田二丁目,40,46,30,76
東墨田三丁目,28,28,16,44
FIELD004": 18.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70571238806411, 35.623342578612196 ], [ 139.70571360547422, 35.623271190622283 ], [ 139.70571397307347, 35.623178799581794 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20552, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20552, "SAFIELD001": 20562, "SAFIELD002": 6, "SAFIELD003": "蜈ｬ蝨偵�邱大慍", "SAFIELD004": 13.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 520, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70940970663921, 35.623352297329355 ], [ 139.70947165071155, 35.623345240127698 ], [ 139.70954960757194, 35.623334864241826 ], [ 139.70955027051346, 35.623334504371016 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20553, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20553, "SAFIELD001": 20563, "SAFIELD002": 7, "SAFIELD003": "縺昴�莉�", "SAFIELD004": 26.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70792512856403, 35.62331894245667 ], [ 139.70809110220139, 35.623360398301337 ], [ 139.70809234884129, 35.623268909545821 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20554, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20554, "SAFIELD001": 20564, "SAFIELD002": 6, "SAFIELD003": "蜈ｬ蝨偵�邱大慍", "SAFIELD004": 12.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 520, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70962130328459, 35.623375680250767 ], [ 139.70949011440402, 35.623399161621784 ], [ 139.70948901014876, 35.623399340762646 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20555, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20555, "SAFIELD001": 20565, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 1.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 132, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70571215394881, 35.623350961196202 ], [ 139.70571238806411, 35.623342578612196 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20556, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20556, "SAFIELD001": 20566, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 8.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 132, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70571314391799, 35.623422712075296 ], [ 139.70571190479464, 35.623368808251989 ], [ 139.70571215394881, 35.623350961196202 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20557, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20557, "SAFIELD001": 20567, "SAFIELD002": 1, "SAFIELD003": "逕溷椒", "SAFIELD004": 6.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 132, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70479737399882, 35.623434628277238 ], [ 139.70481457349004, 35.623379752597913 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20558, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20558, "SAFIELD001": 20568, "SAFIELD002": 8, "SAFIELD003": "蝪�", "SAFIELD004": 5.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 132, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70658148510512, 35.623453734839131 ], [ 139.70658315273644, 35.623446345279376 ], [ 139.70656970625785, 35.623432359745657 ], [ 139.70655924450676, 35.623415853487714 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20559, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20559, "SAFIELD001": 20569, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 9.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 400, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.7032165015116, 35.623418509241077 ], [ 139.70323546451621, 35.623434213727073 ], [ 139.70324858973143, 35.623441709351319 ], [ 139.70325862950469, 35.623445686261981 ], [ 139.703270656001, 35.623449935730498 ], [ 139.70328224382649, 35.62345238196481 ], [ 139.70329791724623, 35.623454291779893 ], [ 139.70330034585146, 35.623454384539087 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 20560, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 20560, "SAFIELD001": 20570, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 8.0, "SAFIELD005": "闕丞次蝨ｰ蛹ｺ", "SAFIELD006": "蟆丞ｱｱ蜿ｰ荳�荳∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.70330034585146, 35.623454384539087 ], [ 139.70338898593582, 35.62373664432092423, 35.592882835580973,2021-12-07,驥手除,縺�縺�％繧�,逶ｸ蟇ｾ,24.9
髱呈棡,雎雁ｳｶ,Sei_K
