町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,87,54,70,124
両国二丁目,116,75,88,163
両国三丁目,61,45,47,92
両国四丁目,114,74,82,156
千歳一丁目,32,19,27,46
千歳二丁目,38,27,28,55
千歳三丁目,55,44,46,90
緑一丁目,120,71,86,157
緑二丁目,82,58,73,131
緑三丁目,97,77,95,172
緑四丁目,237,160,186,346
立川一丁目,25,11,18,29
立川二丁目,38,32,13,45
立川三丁目,30,23,23,46
立川四丁目,52,37,36,73
菊川一丁目,53,34,41,75
菊川二丁目,45,28,39,67
菊川三丁目,85,62,74,136
江東橋一丁目,129,82,146,228
江東橋二丁目,177,121,171,292
江東橋三丁目,118,76,94,170
江東橋四丁目,332,201,334,535
江東橋五丁目,79,55,84,139
横網一丁目,10,11,7,18
横網二丁目,40,27,29,56
亀沢一丁目,42,35,38,73
亀沢二丁目,47,33,45,78
亀沢三丁目,52,39,56,95
亀沢四丁目,87,54,98,152
石原一丁目,93,72,64,136
石原二丁目,47,38,38,76
石原三丁目,66,56,46,102
石原四丁目,82,60,81,141
本所一丁目,44,32,57,89
本所二丁目,14,12,22,34
本所三丁目,47,26,44,70
本所四丁目,46,31,53,84
東駒形一丁目,46,32,32,64
東駒形二丁目,34,27,20,47
東駒形三丁目,29,15,25,40
東駒形四丁目,29,26,34,60
吾妻橋一丁目,61,59,49,108
吾妻橋二丁目,24,16,28,44
吾妻橋三丁目,26,22,31,53
錦糸一丁目,129,76,129,205
錦糸二丁目,82,58,82,140
錦糸三丁目,63,42,63,105
錦糸四丁目,111,79,118,197
太平一丁目,170,130,150,280
太平二丁目,83,54,76,130
太平三丁目,83,55,82,137
太平四丁目,153,129,187,316
横川一丁目,31,31,35,66
横川二丁目,37,32,29,61
横川三丁目,44,38,50,88
横川四丁目,64,34,53,87
横川五丁目,57,63,114,177
業平一丁目,43,36,35,71
業平二丁目,16,20,17,37
業平三丁目,25,16,20,36
業平四丁目,46,37,53,90
業平五丁目,40,33,28,61
向島一丁目,48,44,36,80
向島二丁目,43,32,33,65
向島三丁目,89,57,75,132
向島四丁目,37,37,32,69
向島五丁目,68,63,63,126
東向島一丁目,50,42,51,93
東向島二丁目,45,38,64,102
東向島三丁目,62,46,58,104
東向島四丁目,49,39,61,100
東向島五丁目,46,39,57,96
東向島六丁目,51,42,61,103
堤通一丁目,48,55,41,96
堤通二丁目,74,89,148,237
墨田一丁目,66,50,90,140
墨田二丁目,45,46,52,98
墨田三丁目,63,51,71,122
墨田四丁目,65,56,60,116
墨田五丁目,35,25,44,69
押上一丁目,36,35,33,68
押上二丁目,51,36,46,82
押上三丁目,65,50,91,141
京島一丁目,72,70,104,174
京島二丁目,27,26,19,45
京島三丁目,42,34,49,83
文花一丁目,76,89,151,240
文花二丁目,78,48,79,127
文花三丁目,19,24,24,48
八広一丁目,41,38,50,88
八広二丁目,46,47,48,95
八広三丁目,43,42,55,97
八広四丁目,50,39,71,110
八広五丁目,42,42,50,92
八広六丁目,43,41,61,102
立花一丁目,424,379,404,783
立花二丁目,55,45,41,86
立花三丁目,94,78,101,179
立花四丁目,68,74,113,187
立花五丁目,101,114,107,221
立花六丁目,69,48,72,120
東墨田一丁目,16,14,4,18
東墨田二丁目,38,46,32,78
東墨田三丁目,33,28,18,46
