町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,70,52,51,103
両国二丁目,108,70,93,163
両国三丁目,50,38,40,78
両国四丁目,68,56,54,110
千歳一丁目,35,22,29,51
千歳二丁目,33,20,27,47
千歳三丁目,58,45,47,92
緑一丁目,126,86,82,168
緑二丁目,78,55,67,122
緑三丁目,98,73,97,170
緑四丁目,228,156,169,325
立川一丁目,21,13,18,31
立川二丁目,35,34,14,48
立川三丁目,27,24,21,45
立川四丁目,52,35,36,71
菊川一丁目,40,25,34,59
菊川二丁目,43,30,37,67
菊川三丁目,74,63,62,125
江東橋一丁目,147,83,151,234
江東橋二丁目,164,114,145,259
江東橋三丁目,115,72,89,161
江東橋四丁目,311,204,298,502
江東橋五丁目,79,69,84,153
横網一丁目,7,5,5,10
横網二丁目,32,23,22,45
亀沢一丁目,35,25,38,63
亀沢二丁目,41,30,39,69
亀沢三丁目,52,37,55,92
亀沢四丁目,95,62,103,165
石原一丁目,104,70,72,142
石原二丁目,40,31,35,66
石原三丁目,52,43,38,81
石原四丁目,72,52,79,131
本所一丁目,52,33,53,86
本所二丁目,17,13,23,36
本所三丁目,41,23,39,62
本所四丁目,56,33,59,92
東駒形一丁目,33,20,27,47
東駒形二丁目,27,19,16,35
東駒形三丁目,27,17,20,37
東駒形四丁目,28,23,35,58
吾妻橋一丁目,58,54,44,98
吾妻橋二丁目,29,16,25,41
吾妻橋三丁目,12,20,22,42
錦糸一丁目,138,86,127,213
錦糸二丁目,66,47,75,122
錦糸三丁目,67,39,69,108
錦糸四丁目,91,78,96,174
太平一丁目,150,114,134,248
太平二丁目,64,45,64,109
太平三丁目,72,52,73,125
太平四丁目,145,126,175,301
横川一丁目,32,31,30,61
横川二丁目,47,36,32,68
横川三丁目,36,26,34,60
横川四丁目,65,34,48,82
横川五丁目,44,68,107,175
業平一丁目,45,38,39,77
業平二丁目,16,17,15,32
業平三丁目,25,16,19,35
業平四丁目,42,37,51,88
業平五丁目,21,15,22,37
向島一丁目,42,35,37,72
向島二丁目,34,32,29,61
向島三丁目,91,66,71,137
向島四丁目,33,33,32,65
向島五丁目,67,54,67,121
東向島一丁目,47,42,44,86
東向島二丁目,43,39,63,102
東向島三丁目,55,49,54,103
東向島四丁目,61,45,66,111
東向島五丁目,47,35,59,94
東向島六丁目,63,47,67,114
堤通一丁目,37,41,39,80
堤通二丁目,81,94,147,241
墨田一丁目,53,45,83,128
墨田二丁目,47,49,55,104
墨田三丁目,52,46,69,115
墨田四丁目,50,46,57,103
墨田五丁目,24,18,36,54
押上一丁目,28,36,21,57
押上二丁目,42,36,39,75
押上三丁目,56,48,84,132
京島一丁目,69,73,90,163
京島二丁目,27,26,15,41
京島三丁目,33,32,45,77
文花一丁目,82,91,162,253
文花二丁目,62,41,64,105
文花三丁目,19,18,26,44
八広一丁目,31,30,43,73
八広二丁目,50,46,58,104
八広三丁目,30,33,43,76
八広四丁目,65,45,77,122
八広五丁目,46,54,50,104
八広六丁目,40,39,56,95
立花一丁目,421,344,391,735
立花二丁目,48,44,35,79
立花三丁目,93,72,107,179
立花四丁目,76,76,96,172
立花五丁目,100,117,98,215
立花六丁目,63,55,67,122
東墨田一丁目,13,11,4,15
東墨田二丁目,50,41,43,84
東墨田三丁目,28,29,18,47
0Nб&町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,71,51,55,106
両国二丁目,108,70,94,164
両国三丁目,52,38,42,80
両国四丁目,72,59,56,115
千歳一丁目,35,21,30,51
千歳二丁目,33,20,27,47
千歳三丁目,57,44,47,91
緑一丁目,125,85,80,165
緑二丁目,76,54,67,121
緑三丁目,99,75,97,172
緑四丁目,224,157,163,320
立川一丁目,21,13,19,32
立川二丁目,35,34,14,48
立川三丁目,27,25,21,46
立川四丁目,51,34,34,68
菊川一丁目,38,23,34,57
菊川二丁目,39,28,35,63
菊川三丁目,75,65,61,126
江東橋一丁目,145,84,154,238
江東橋二丁目,165,113,147,260
江東橋三丁目,117,74,90,164
江東橋四丁目,315,205,302,507
江東橋五丁目,78,66,78,144
横網一丁目,8,6,5,11
横網二丁目,30,21,22,43
亀沢一丁目,38,28,38,66
亀沢二丁目,42,31,37,68
亀沢三丁目,51,38,54,92
亀沢四丁目,90,55,102,157
石原一丁目,104,69,72,141
石原二丁目,39,31,34,65
石原三丁目,51,41,40,81
石原四丁目,73,53,81,134
本所一丁目,51,33,51,84
本所二丁目,17,13,23,36
本所三丁目,41,22,40,62
本所四丁目,54,32,58,90
東駒形一丁目,31,21,24,45
東駒形二丁目,27,19,16,35
東駒形三丁目,29,17,22,39
東駒形四丁目,28,23,34,57
吾妻橋一丁目,60,58,46,104
吾妻橋二丁目,30,16,25,41
吾妻橋三丁目,13,21,23,44
錦糸一丁目,138,87,125,212
錦糸二丁目,66,47,75,122
錦糸三丁目,68,39,66,105
錦糸四丁目,92,78,97,175
太平一丁目,152,115,133,248
太平二丁目,63,45,63,108
太平三丁目,71,53,72,125
太平四丁目,144,125,176,301
横川一丁目,33,31,31,62
横川二丁目,43,33,30,63
横川三丁目,36,28,37,65
横川四丁目,63,33,47,80
横川五丁目,45,69,106,175
業平一丁目,45,38,39,77
業平二丁目,19,20,17,37
業平三丁目,24,15,19,34
業平四丁目,39,35,48,83
業平五丁目,22,16,22,38
向島一丁目,42,34,37,71
向島二丁目,38,34,31,65
向島三丁目,89,65,70,135
向島四丁目,33,34,30,64
向島五丁目,66,53,67,120
東向島一丁目,48,41,46,87
東向島二丁目,43,40,62,102
東向島三丁目,55,48,52,100
東向島四丁目,58,42,65,107
東向島五丁目,49,37,59,96
東向島六丁目,62,46,66,112
堤通一丁目,37,41,39,80
堤通二丁目,80,93,145,238
墨田一丁目,54,46,82,128
墨田二丁目,47,49,56,105
墨田三丁目,54,46,72,118
墨田四丁目,48,44,57,101
墨田五丁目,24,18,36,54
押上一丁目,27,34,20,54
押上二丁目,39,31,38,69
押上三丁目,56,48,84,132
京島一丁目,69,73,91,164
京島二丁目,27,27,14,41
京島三丁目,31,31,44,75
文花一丁目,83,90,161,251
文花二丁目,63,42,65,107
文花三丁目,17,18,24,42
八広一丁目,31,29,43,72
八広二丁目,49,45,58,103
八広三丁目,34,35,45,80
八広四丁目,65,45,76,121
八広五丁目,44,53,48,101
八広六丁目,42,42,58,100
立花一丁目,425,346,394,740
立花二丁目,48,45,35,80
立花三丁目,95,72,107,179
立花四丁目,73,75,95,170
立花五丁目,100,117,98,215
立花六丁目,64,55,68,123
東墨田一丁目,14,12,4,16
東墨田二丁目,49,41,43,84
東墨田三丁目,29,29,19,48
0�町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,75,54,57,111
両国二丁目,109,71,95,166
両国三丁目,52,37,41,78
両国四丁目,72,58,56,114
千歳一丁目,35,22,30,52
千歳二丁目,32,20,26,46
千歳三丁目,58,44,48,92
緑一丁目,127,87,81,168
緑二丁目,77,54,68,122
緑三丁目,100,74,98,172
緑四丁目,223,155,167,322
立川一丁目,20,11,19,30
立川二丁目,37,33,17,50
立川三丁目,26,24,21,45
立川四丁目,52,35,34,69
菊川一丁目,37,22,34,56
菊川二丁目,38,29,33,62
菊川三丁目,75,64,59,123
江東橋一丁目,144,85,151,236
江東橋二丁目,164,111,148,259
江東橋三丁目,119,75,91,166
江東橋四丁目,317,204,304,508
江東橋五丁目,75,62,80,142
横網一丁目,8,6,5,11
横網二丁目,32,23,22,45
亀沢一丁目,39,28,39,67
亀沢二丁目,41,30,37,67
亀沢三丁目,52,39,55,94
亀沢四丁目,89,55,100,155
石原一丁目,104,70,71,141
石原二丁目,39,31,34,65
石原三丁目,54,42,41,83
石原四丁目,77,56,85,141
本所一丁目,53,34,53,87
本所二丁目,17,13,23,36
本所三丁目,43,22,41,63
本所四丁目,54,32,58,90
東駒形一丁目,29,21,22,43
東駒形二丁目,27,19,16,35
東駒形三丁目,30,17,23,40
東駒形四丁目,27,23,33,56
吾妻橋一丁目,63,64,50,114
吾妻橋二丁目,29,15,25,40
吾妻橋三丁目,13,21,24,45
錦糸一丁目,139,88,124,212
錦糸二丁目,67,46,77,123
錦糸三丁目,71,41,67,108
錦糸四丁目,93,79,96,175
太平一丁目,153,113,135,248
太平二丁目,62,42,64,106
太平三丁目,69,51,72,123
太平四丁目,145,125,179,304
横川一丁目,33,31,31,62
横川二丁目,44,34,31,65
横川三丁目,36,28,37,65
横川四丁目,59,33,43,76
横川五丁目,46,70,107,177
業平一丁目,45,37,40,77
業平二丁目,19,20,17,37
業平三丁目,24,15,19,34
業平四丁目,39,35,48,83
業平五丁目,25,18,23,41
向島一丁目,42,34,37,71
向島二丁目,39,34,31,65
向島三丁目,91,67,75,142
向島四丁目,34,34,30,64
向島五丁目,63,52,65,117
東向島一丁目,47,40,45,85
東向島二丁目,42,40,62,102
東向島三丁目,58,50,53,103
東向島四丁目,57,41,65,106
東向島五丁目,48,40,58,98
東向島六丁目,61,46,65,111
堤通一丁目,37,41,40,81
堤通二丁目,81,94,149,243
墨田一丁目,54,46,83,129
墨田二丁目,47,48,57,105
墨田三丁目,51,47,68,115
墨田四丁目,53,46,60,106
墨田五丁目,24,18,36,54
押上一丁目,26,33,20,53
押上二丁目,39,31,37,68
押上三丁目,55,47,84,131
京島一丁目,69,74,90,164
京島二丁目,27,27,14,41
京島三丁目,29,29,43,72
文花一丁目,80,89,161,250
文花二丁目,66,45,69,114
文花三丁目,17,18,25,43
八広一丁目,31,29,43,72
八広二丁目,49,47,58,105
八広三丁目,32,34,44,78
八広四丁目,64,44,74,118
八広五丁目,46,55,47,102
八広六丁目,43,43,59,102
立花一丁目,426,345,397,742
立花二丁目,49,47,34,81
立花三丁目,95,73,106,179
立花四丁目,73,75,95,170
立花五丁目,102,120,97,217
立花六丁目,64,54,67,121
東墨田一丁目,14,12,4,16
東墨田二丁目,50,41,43,84
東墨田三丁目,29,29,20,49
39.73309103167665, 35.593185321688217 ], [ 139.73310139606943, 35.593192631523301 ], [ 139.73311033133697, 35.593195523384622 ], [ 139.73311441171265, 35.59319778023913 ], [ 139.73311815776157, 35.593202650830797 ], [ 13�ﾝwｲm
