町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,131,82,88,170
両国二丁目,142,92,99,191
両国三丁目,66,47,52,99
両国四丁目,146,97,87,184
千歳一丁目,34,19,28,47
千歳二丁目,37,26,24,50
千歳三丁目,50,40,47,87
緑一丁目,118,65,92,157
緑二丁目,88,57,80,137
緑三丁目,123,93,104,197
緑四丁目,292,162,250,412
立川一丁目,37,19,25,44
立川二丁目,36,29,18,47
立川三丁目,28,23,22,45
立川四丁目,55,37,44,81
菊川一丁目,45,28,37,65
菊川二丁目,53,34,45,79
菊川三丁目,100,75,73,148
江東橋一丁目,125,83,143,226
江東橋二丁目,177,121,177,298
江東橋三丁目,119,78,97,175
江東橋四丁目,332,206,348,554
江東橋五丁目,70,47,76,123
横網一丁目,12,13,7,20
横網二丁目,50,33,33,66
亀沢一丁目,48,38,42,80
亀沢二丁目,63,38,57,95
亀沢三丁目,51,43,52,95
亀沢四丁目,94,61,103,164
石原一丁目,92,67,70,137
石原二丁目,57,43,43,86
石原三丁目,65,58,41,99
石原四丁目,75,56,72,128
本所一丁目,49,35,58,93
本所二丁目,18,17,22,39
本所三丁目,65,28,57,85
本所四丁目,47,29,54,83
東駒形一丁目,43,28,32,60
東駒形二丁目,30,27,17,44
東駒形三丁目,31,19,25,44
東駒形四丁目,31,29,35,64
吾妻橋一丁目,72,67,56,123
吾妻橋二丁目,26,16,29,45
吾妻橋三丁目,24,18,32,50
錦糸一丁目,136,85,141,226
錦糸二丁目,86,62,84,146
錦糸三丁目,76,45,80,125
錦糸四丁目,111,79,120,199
太平一丁目,195,147,173,320
太平二丁目,100,66,92,158
太平三丁目,88,61,84,145
太平四丁目,167,134,196,330
横川一丁目,30,35,35,70
横川二丁目,37,31,26,57
横川三丁目,40,39,41,80
横川四丁目,72,39,59,98
横川五丁目,50,64,110,174
業平一丁目,45,42,37,79
業平二丁目,23,26,17,43
業平三丁目,18,13,16,29
業平四丁目,47,36,58,94
業平五丁目,55,42,34,76
向島一丁目,51,43,37,80
向島二丁目,44,33,35,68
向島三丁目,90,51,80,131
向島四丁目,37,39,32,71
向島五丁目,68,67,62,129
東向島一丁目,47,36,50,86
東向島二丁目,48,45,67,112
東向島三丁目,69,45,68,113
東向島四丁目,54,37,68,105
東向島五丁目,42,37,53,90
東向島六丁目,50,43,59,102
堤通一丁目,37,41,39,80
堤通二丁目,70,93,152,245
墨田一丁目,68,52,94,146
墨田二丁目,42,45,52,97
墨田三丁目,69,48,73,121
墨田四丁目,55,47,55,102
墨田五丁目,34,25,42,67
押上一丁目,41,41,32,73
押上二丁目,53,38,45,83
押上三丁目,68,58,84,142
京島一丁目,69,68,104,172
京島二丁目,19,17,15,32
京島三丁目,47,37,54,91
文花一丁目,72,88,155,243
文花二丁目,67,41,69,110
文花三丁目,22,26,25,51
八広一丁目,39,40,45,85
八広二丁目,47,51,50,101
八広三丁目,40,44,51,95
八広四丁目,47,38,73,111
八広五丁目,40,37,47,84
八広六丁目,48,44,66,110
立花一丁目,417,377,391,768
立花二丁目,70,54,48,102
立花三丁目,100,72,117,189
立花四丁目,61,66,102,168
立花五丁目,99,112,101,213
立花六丁目,63,45,69,114
東墨田一丁目,15,14,3,17
東墨田二丁目,40,46,33,79
東墨田三丁目,21,15,21,36
墨田二丁目,42FIELD000": 27641, "SAFIELD001": 52006, "SAFIELD002": 1, "SAFIELD003": 5.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72820305798132, 35.601591339364525 ], [ 139.72820625393328, 35.601594947685669 ], [ 139.72821508218243, 35.601595856769933 ], [ 139.72822468819282, 35.601592800445502 ], [ 139.72822756152846, 35.601589918525093 ], [ 139.72822701369662, 35.601586853344131 ], [ 139.72823220770292, 35.601581719989419 ], [ 139.72823364743468, 35.601577935435273 ], [ 139.72822990035021, 35.601573785804199 ], [ 139.72822151180654, 35.601574229179448 ], [ 139.72821555017609, 35.601575576054366 ], [ 139.72821058433138, 35.601575030892718 ], [ 139.72820727282519, 35.601575388557315 ], [ 139.72820340747575, 35.60157727809024 ], [ 139.72820428263762, 35.601583227983355 ], [ 139.72820305798132, 35.601591339364525 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 27642, "SAFIELD001": 52005, "SAFIELD002": 10, "SAFIELD003": 4.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72780926918628, 35.601588200901098 ], [ 139.72781312685419, 35.601592170365393 ], [ 139.72782007565047, 35.601595511567751 ], [ 139.72782471453124, 35.601592901617757 ], [ 139.72782659610866, 35.601588847040354 ], [ 139.72782218825753, 35.601583615158205 ], [ 139.72782307451308, 35.601581092060968 ], [ 139.72782749526013, 35.601576498876675 ], [ 139.72782319896058, 35.601570365708938 ], [ 139.7278188982838, 35.601567567655323 ], [ 139.72781647125692, 35.601566754285329 ], [ 139.7278160304956, 35.601566213069447 ], [ 139.72781128373325, 35.601566930019764 ], [ 139.72781061596484, 35.601571165936463 ], [ 139.72781181782287, 35.601580451236593 ], [ 139.72780926918628, 35.601588200901098 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 27643, "SAFIELD001": 51998, "SAFIELD002": 1, "SAFIELD003": 8.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72813881929574, 35.601594798701903 ], [ 139.7281428957107, 35.601600300698159 ], [ 139.72815139391764, 35.601600398254064 ], [ 139.72815647213639, 35.601599411164642 ], [ 139.72816497281991, 35.601597615816871 ], [ 139.72817943313106, 35.601596005945503 ], [ 139.72818186499703, 35.60159312364096 ], [ 139.72818297103376, 35.601591321839472 ], [ 139.72819170105842, 35.601582946591982 ], [ 139.72818839686207, 35.601577715686091 ], [ 139.72818409475724, 35.601575999304217 ], [ 139.72818343313983, 35.601575548035292 ], [ 139.72817074013275, 35.601576077789446 ], [ 139.72816643354696, 35.601577786659483 ], [ 139.72815737642674, 35.601583096916535 ], [ 139.72814688935949, 35.601584710253341 ], [ 139.72814103396627, 35.601589212058762 ], [ 139.72813881929574, 35.601594798701903 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 27644, "SAFIELD001": 51986, "SAFIELD002": 1, "SAFIELD003": 5.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72800273443988, 35.601595671356954 ], [ 139.72800559573611, 35.601601983540746 ], [ 139.72800901253351, 35.601605501921796 ], [ 139.72801563377854, 35.601606138676786 ], [ 139.72802203794888, 35.601603980953563 ], [ 139.7280359562252, 35.601594889144543 ], [ 139.72803662398192, 35.601590653226602 ], [ 139.72803254344188, 35.601588306064606 ], [ 139.72801963347524, 35.601585951186784 ], [ 139.72801908246274, 35.601585319736962 ], [ 139.72800859692788, 35.601585761264801 ], [ 139.72800340255273, 35.601591165024537 ], [ 139.72800273443988, 35.601595671356954 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 27645, "SAFIELD001": 51975, "SAFIELD002": 1, "SAFIELD003": 5.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72796122856633, 35.601601403925052 ], [ 139.72796695765166, 35.601609070692163 ], [ 139.72797391011844, 35.601609617600715 ], [ 139.72797954147882, 35.601607639480754 ], [ 139.72798307962992, 35.601602775104176 ], [ 139.72798374963409, 35.601596826560275 ], [ 139.72798177529921, 35.601587450448235 ], [ 139.72797725600694, 35.601583029719258 ], [ 139.72796986360711, 35.601581310628013 ], [ 139.72796942284472, 35.601580769412678 ], [ 139.72796401411216, 35.601581305513591 ], [ 139.72796169225211, 35.601584458324901 ], [ 139.72796256704171, 35.601590678634402 ], [ 139.72796122856633, 35.601601403925052 ] ] ] } },
{ "type": "Feature", "properties": { "SAFIELD000": 27646, "SAFIELD001": 51892, "SAFIELD002": 1, "SAFIELD003": 4.0 }, "geometry": { "type": "Polygon", "coordinates": [ [ [ 139.72797078260044, 35.601638008439416 ], [ 139.72797264975736, 35.601644950723042 ], [ 139.72797959785603, 35.601648832745532 ], [ 139.72798401469936, 35.601647214116902 ], [ 139.72798854675383, 35.601641899917432 ], [ 139.72799087381216, 35.60163478102379 ], [ 139.72798834456466, 35.601627748023347 ], [ 139.72798471081185, 35.601621345025585 ], [ 139.72797996428397, 35.601621881706095 ], [ 139.72797090029374, 35.601632419966037 ], [ 139.72797078260044, 35.601638008439416 ] ] ] } },
