,政党支部の名称,事務所の所在地,緯度,経度,座標系,代表者,会計責任者,設立届出日,国会議員関係
1,民主党東京都総支部連合会,千代田区永田町１－１１－１,35.678919,139.742990,座標系（JGD2011）,松原仁,長島昭久,H10.10.30,
2,民主党東京都第６区総支部,千代田区永田町１－１１－１,35.678919,139.742990,座標系（JGD2011）,松原仁,北条博一,H8.10.7,衆
3,民主党東京都港区支部,港区北青山３－３－７,35.668385,139.714894,座標系（JGD2011）,杉浦教夫,大塚隆朗,H13.11.7,
4,民主党東京都第１区総支部,新宿区四谷３－１１,35.688103,139.719107,座標系（JGD2011）,海江田万里,尾崎百合子,H8.10.7,衆
5,民主党東京都文京区支部,文京区大塚５－２０－５,35.721910,139.729411,座標系（JGD2011）,渡辺雅史,増子博樹,H13.3.1,
6,民主党東京都台東区支部,台東区浅草１－１－７,35.711480,139.797158,座標系（JGD2011）,中山寛進,中山雅子,H14.4.9,
7,民主党東京都第２区総支部,台東区雷門１－１２－１２,35.710253,139.794361,座標系（JGD2011）,中山義活,山崎泰,H8.10.14,
8,民主党東京都第１５区総支部,江東区森下１－５－５,35.686665,139.798035,座標系（JGD2011）,松原仁,大澤昇,H24.11.26,衆
9,民主党東京都第３区総支部,品川区東大井５－１７－４,35.606682,139.735797,座標系（JGD2011）,松原仁,関根勉,H10.12.25,衆
10,民主党東京都第５区総支部,目黒区上目黒１－１７－６,35.645515,139.697988,座標系（JGD2011）,手塚仁雄,渡辺智士,H9.12.3,衆
11,民主党東京都第４区総支部,大田区西蒲田７－５－３,35.563907,139.715199,座標系（JGD2011）,藤田憲彦,藤田憲彦,H11.2.25,衆
12,民主党東京都第４総支部,大田区蒲田５－４６－１１,35.560330,139.715989,座標系（JGD2011）,井戸正枝,望月伸介,H27.10.29,衆
13,民主党東京都参議院選挙区第３総支部,世田谷区北沢１－２４－２１,35.663970,139.673011,座標系（JGD2011）,村田蓮舫,石橋尚樹,H16.3.31,参
14,民主党東京都渋谷区支部,渋谷区笹塚２－１１－２,35.674989,139.668446,座標系（JGD2011）,大津浩子,矢部英子,H17.6.13,
15,民主党東京都中野区支部,中野区本町５－３９－１０,35.692296,139.668684,座標系（JGD2011）,西澤圭太,能津恵子,H19.5.24,
16,民主党東京都第７区総支部,中野区中央４－１１－１３,35.699505,139.670762,座標系（JGD2011）,長妻昭,森武尚,H9.11.21,衆
17,民主党東京都杉並区支部,杉並区阿佐谷南３－３－１,35.700063,139.634458,座標系（JGD2011）,門脇文良,増田裕一,H23.1.11,
18,民主党東京都第８区総支部,杉並区上荻１－１５－６,35.705461,139.618081,座標系（JGD2011）,山崎順子,城信雄,H15.9.29,衆
19,民主党東京都第１０総支部,豊島区池袋３－３－１１,35.734154,139.700170,座標系（JGD2011）,松原仁,大谷洋子,H27.9.17,衆
20,民主党東京都北区支部,北区中十条３－８－９,35.763414,139.722675,座標系（JGD2011）,大畑修,赤江奈都,H12.5.1,
21,民主党東京都第１２区総支部,北区神谷１－２８－８,35.768176,139.731224,座標系（JGD2011）,長妻昭,和田宗春,H26.6.25,衆
22,民主党東京都荒川区支部,荒川区東日暮里４－２０－７,35.725992,139.780764,座標系（JGD2011）,竹内明浩,滝口学,H23.1.11,
23,民主党東京都第１４総支部,荒川区東日暮里４－２０－７,35.725992,139.780764,座標系（JGD2011）,松原仁,滝口学,H27.9.17,衆
24,民主党東京都第１１区総支部,板橋区幸町５１－９,35.742379,139.695874,座標系（JGD2011）,松原仁,中妻穣太,H15.10.10,衆
25,民主党東京都練馬区支部,練馬区春日町４－１８－８,35.754383,139.638338,座標系（JGD2011）,淺野克彦,土屋均,H26.3.28,
26,民主党東京都参議院選挙区第１総支部,練馬区豊玉北４－４－１２,35.735503,139.659937,座標系（JGD2011）,小川敏夫,今井陽子,H10.6.5,参
27,民主党東京都第９区総支部,練馬区春日町４－１８－８,35.754383,139.638338,座標系（JGD2011）,松原仁,淺野克彦,H24.11.22,衆
28,民主党東京都足立区支部,足立区梅島１－１２－６,35.772551,139.798079,座標系（JGD2011）,大西智,米山泰志,H19.3.20,
29,民主党東京都第１３区総支部,足立区梅島１－１２－６,35.772551,139.798079,座標系（JGD2011）,松原仁,鈴木良平,H24.11.26,衆
30,民主党東京都第１７区総支部,葛飾区東金町１－１９－６,35.771359,139.868676,座標系（JGD2011）,松原仁,臺英明,H18.10.25,衆
31,民主党東京都第１６区総支部,江戸川区松江３－１２－３,35.697737,139.867946,座標系（JGD2011）,松原仁,中里省三,H24.11.30,衆
32,民主党東京都八王子市支部,八王子市中山４４６,35.628129,139.364194,座標系（JGD2011）,伊藤忠之,田中雄太,H27.2.27,
33,民主党東京都第２４区総支部,八王子市中山４４６,35.628129,139.364194,座標系（JGD2011）,阿久津幸彦,家藤義人,H9.12.1,衆
34,民主党東京都立川市支部,立川市曙町２－３４－６,35.701829,139.414805,座標系（JGD2011）,酒井大史,伊藤大輔,H16.3.30,
35,民主党東京都第２１区総支部,立川市錦町２－２－５,35.695614,139.416633,座標系（JGD2011）,長島昭久,及川哲央,H13.1.15,衆
36,民主党東京都第１８区総支部,武蔵野市中町１－２－９,35.703560,139.559669,座標系（JGD2011）,菅直人,平野隆志,H8.10.4,衆
37,民主党東京都武蔵野市支部,武蔵野市中町１－２－３,35.703776,139.559643,座標系（JGD2011）,深澤達也,栗田和永,H24.3.12,
38,民主党東京都三鷹市支部,三鷹市下連雀３－２２－５,35.700995,139.562106,座標系（JGD2011）,中村洋,馬場邦雄,H22.6.21,
39,民主党東京都府中市支部,府中市宮町１－９－１,35.670259,139.480602,座標系（JGD2011）,小山有彦,丸山初来,H21.12.1,
40,民主党東京都調布市支部,調布市布田２－３０－４,35.652303,139.547335,座標系（JGD2011）,尾崎大介,池谷勝,H17.11.21,
41,民主党東京都第２２区総支部,調布市布田２－３０－４,35.652303,139.547335,座標系（JGD2011）,山花郁夫,阿部哲史,H8.10.7,衆
42,民主党東京都第２３区総支部,町田市森野２－２５－１３,35.551665,139.440085,座標系（JGD2011）,櫛渕万里,岡本直子,H11.8.26,衆
43,民主党東京都小金井市支部,小金井市中町４－１２－１１,35.696528,139.506102,座標系（JGD2011）,鈴木成夫,村山秀貴,H18.8.10,
44,民主党東京都小平市支部,小平市小川町２－１３４４－２,35.730415,139.477799,座標系（JGD2011）,齋藤敦,滝口幸一,H13.5.28,
45,民主党東京都第１９区総支部,小平市花小金井２－１－３９,35.730763,139.513536,座標系（JGD2011）,末松義規,興津秀憲,H11.1.5,衆
46,民主党東京都日野市支部,日野市多摩平１－１０－５,35.660148,139.379982,座標系（JGD2011）,新井智陽,竹村陽子,H23.1.11,
47,民主党東京都第２０総支部,東村山市栄町２－３１－１,35.749298,139.469844,座標系（JGD2011）,竹田光明,二宮由子,H26.6.25,衆
48,民主党東京都国分寺市支部,国分寺市本多２－１－１,35.703795,139.481089,座標系（JGD2011）,及川妙子,興津玉美,H22.8.5,
49,民主党東京都東久留米市支部,東久留米市金山町１－１－４,35.766311,139.538919,座標系（JGD2011）,山下太郎,山下とみ,H15.4.4,
50,民主党東京都第２５区総支部,羽村市五ノ神１－８－６,35.757781,139.316750,座標系（JGD2011）,山下容子,川向末男,H11.12.17,衆
51,民主党東京都西東京市支部,西東京市芝久保町３－６－２３,35.729928,139.523335,座標系（JGD2011）,石毛泰道,二木孝之,H17.12.15,

36,民主�,9.8,-,0.4
職業別労務職・技能職,89,36,10,11,75,36,63,-,1,-,66,55,10,1,-
職業別労務職・技能職,100.0,40.4,11.2,12.4,84.3,40.4,70.8,-,1.1,-,100.0,83.3,15.2,1.5,-
職業別販売・サービス職,217,85,24,20,196,79,137,-,1,-,155,141,12,-,2
職業別販売・サービス職,100.0,39.2,11.1,9.2,90.3,36.4,63.1,-,0.5,-,100.0,91.0,7.7,-,1.3
職業別その他（計）,841,581,83,120,765,205,228,3,13,1,318,254,61,3,-
職業別その他（計）,100.0,69.1,9.9,14.3,91.0,24.4,27.1,0.4,1.5,0.1,100.0,79.9,19.2,0.9,-
職業別学生,53,16,7,3,41,29,49,-,-,-,50,48,2,-,-
職業別学生,100.0,30.2,13.2,5.7,77.4,54.7,92.5,-,-,-,100.0,96.0,4.0,-,-
職業別専業主婦（夫）,391,284,49,54,364,123,133,1,3,-,190,143,44,3,-
職業別専業主婦（夫）,100.0,72.6,12.5,13.8,93.1,31.5,34.0,0.3,0.8,-,100.0,75.3,23.2,1.6,-
職業別その他,62,26,4,8,53,19,25,-,1,-,34,27,7,-,-
職業別その他,100.0,41.9,6.5,12.9,85.5,30.6,40.3,-,1.6,-,100.0,79.4,20.6,-,-
職業別無職（年金受給者含む）,335,255,23,55,307,34,21,2,9,1,44,36,8,-,-
職業別無職（年金受給者含む）,100.0,76.1,6.9,16.4,91.6,10.1,6.3,0.6,2.7,0.3,100.0,81.8,18.2,-,-
投票所までの時間別５分以内,636,380,92,103,569,290,249,3,6,1,365,318,44,3,-
投票所までの時間別５分以内,100.0,59.7,14.5,16.2,89.5,45.6,39.2,0.5,0.9,0.2,100.0,87.1,12.1,0.8,-
投票所までの時間別10分以内,1060,632,90,103,956,377,518,2,6,1,637,538,92,3,4
投票所までの時間別10分以内,100.0,59.6,8.5,9.7,90.2,35.6,48.9,0.2,0.6,0.1,100.0,84.5,14.4,0.5,0.6
投票所までの時間別20分以内,221,134,23,30,203,84,78,1,1,1,113,108,4,1,-
投票所までの時間別20分以内,100.0,60.6,10.4,13.6,91.9,38.0,35.3,0.5,0.5,0.5,100.0,95.6,3.5,0.9,-
投票所までの時間別30分以内,50,15,11,4,43,20,34,-,2,-,37,33,4,-,-
投票所までの時間別30分以内,100.0,30.0,22.0,8.0,86.0,40.0,68.0,-,4.0,-,100.0,89.2,10.8,-,-
投票所までの時間別30分を超える,26,23,4,6,23,12,5,-,-,-,15,11,4,-,-
投票所までの時間別30分を超える,100.0,88.5,15.4,23.1,88.5,46.2,19.2,-,-,-,100.0,73.3,26.7,-,-
地域別区部（計）,1392,768,169,177,1245,509,622,6,14,3,793,674,108,7,4
地域別区部（計）,100.0,55.2,12.1,12.7,89.4,36.6,44.7,0.4,1.0,0.2,100.0,85.0,13.6,0.9,0.5
地域別センターコア,372,213,75,59,337,168,182,1,1,-,225,199,24,2,-
地域別センターコア,100.0,57.3,20.2,15.9,90.6,45.2,48.9,0.3,0.3,-,100.0,88.4,10.7,0.9,-
地域別区部東部・北部エリア,408,213,30,44,369,144,186,3,6,-,235,206,25,4,-
地域別区部東部・北部エリア,100.0,52.2,7.4,10.8,90.4,35.3,45.6,0.7,1.5,-,100.0,87.7,10.6,1.7,-
地域別区部西部・南部エリア,612,342,64,74,539,197,254,2,7,3,333,269,59,1,4
地域別区部西部・南部エリア,100.0,55.9,10.5,12.1,88.1,32.2,41.5,0.3,1.1,0.5,100.0,80.8,17.7,0.3,1.2
地域別市郡部（計）,619,422,52,70,561,280,269,-,4,-,383,343,40,-,-
地域別市郡部（計）,100.0,68.2,8.4,11.3,90.6,45.2,43.5,-,0.6,-,100.0,89.6,10.4,-,-
地域別多摩東部エリア,235,144,10,14,205,114,97,-,3,-,139,122,17,-,-
地域別多摩東部エリア,100.0,61.3,4.3,6.0,87.2,48.5,41.3,-,1.3,-,100.0,87.8,12.2,-,-
地域別多摩中央部北エリア,88,59,10,14,83,34,38,-,1,-,50,44,6,-,-
地域別多摩中央部北エリア,100.0,67.0,11.4,15.9,94.3,38.6,43.2,-,1.1,-,100.0,88.0,12.0,-,-
地域別多摩中央部南エリア,261,199,28,41,241,116,122,-,-,-,173,159,14,-,-
地域別多摩中央部南エリア,100.0,76.2,10.7,15.7,92.3,44.4,46.7,-,-,-,100.0,91.9,8.1,-,-
地域別多摩西部エリア,35,20,4,1,32,16,12,-,-,-,21,18,3,-,-
地域別多摩西部エリア,100.0,57.1,11.4,2.9,91.4,45.7,34.3,-,-,-,100.0,85.7,14.3,-,-
選挙への関心度別関心があった（計）,1170,867,157,190,1080,494,428,5,-,1,653,541,106,5,1
選挙への関心度別関心があった（計）,100.0,74.1,13.4,16.2,92.3,42.2,36.6,0.4,-,0.1,100.0,82.8,16.2,0.8,0.2
選挙への関心度別関心があった,636,509,92,129,584,267,198,3,-,1,331,282,47,2,-
選挙への関心度別関心があった,100.0,80.0,14.5,20.3,91.8,42.0,31.1,0.5,-,0.2,100.0,85.2,14.2,0.6,-
選挙への関心度別やや関心があった,534,358,65,61,496,227,230,2,-,-,322,259,59,3,1
選挙への関心度別やや関心があった,100.0,67.0,12.2,11.4,92.9,42.5,43.1,0.4,-,-,100.0,80.4,18.3,0.9,0.3
選挙への関心度別関心がなかった（計）,533,169,44,33,459,180,310,1,11,2,349,317,28,1,3
選挙への関心度別関心がなかった（計）,100.0,31.7,8.3,6.2,86.1,33.8,58.2,0.2,2.1,0.4,100.0,90.8,8.0,0.3,0.9
選挙への関心度別あまり関心がなかった,316,111,27,21,280,105,181,1,6,1,205,187,16,1,1
選挙への関心度別あまり関心がなかった,100.0,35.1,8.5,6.6,88.6,33.2,57.3,0.3,1.9,0.3,100.0,91.2,7.8,0.5,0.5
選挙への関心度別関心がなかった,217,58,17,12,179,75,129,-,5,1,144,130,12,-,2
選挙への関心度別関心がなかった,100.0,26.7,7.8,5.5,82.5,34.6,59.4,-,2.3,0.5,100.0,90.3,8.3,-,1.4
選挙への関心度別どちらともいえない,298,153,20,23,262,113,149,-,4,-,170,156,13,1,-
選挙への関心度別どちらともいえない,100.0,51.3,6.7,7.7,87.9,37.9,50.0,-,1.3,-,100.0,91.8,7.6,0.6,-
選挙への関心度別わからない、答えたくない,10,1,-,1,5,2,4,-,3,-,4,3,1,-,-
選挙への関心度別わからない、答えたくない,100.0,10.0,-,10.0,50.0,20.0,40.0,-,30.0,-,100.0,75.0,25.0,-,-
投票への意識別必ず投票するべき,609,495,80,107,560,239,175,2,-,-,303,249,52,2,-
投票への意識別必ず投票するべき,100.0,81.3,13.1,17.6,92.0,39.2,28.7,0.3,-,-,100.0,82.2,17.2,0.7,-
投票への意識別可能な限り投票するべき,845,523,100,108,788,325,412,4,1,1,520,446,68,2,4
投票への意識別可能な限り投票するべき,100.0,61.9,11.8,12.8,93.3,38.5,48.8,0.5,0.1,0.1,100.0,85.8,13.1,0.4,0.8
投票への意識別投票するのもしないのも自由,473,157,37,27,398,199,263,-,10,2,307,279,25,3,-
投票への意識別投票するのもしないのも自由,100.0,33.2,7.8,5.7,84.1,42.1,55.6,-,2.1,0.4,100.0,90.9,8.1,1.0,-
投票への意識別その他,8,-,-,-,5,1,4,-,1,-,5,5,-,-,-
投票への意識別その他,100.0,-,-,-,62.5,12.5,50.0,-,12.5,-,100.0,100.0,-,-,-
