町丁目別人口・世帯数　平成３０年３月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,433,517,950,468
関戸２丁目,"1,278","1,328","2,606","1,387"
関戸３丁目,686,735,"1,421",698
関戸４丁目,"1,030","1,139","2,169","1,196"
関戸５丁目,731,726,"1,457",723
関戸６丁目,435,428,863,395
,"4,593","4,873","9,466","4,867"
,,,,
連光寺１丁目,"1,858","1,911","3,769","1,612"
連光寺２丁目,"1,239","1,244","2,483","1,009"
連光寺３丁目,881,854,"1,735",801
連光寺４丁目,294,271,565,267
連光寺５丁目,138,134,272,146
連光寺６丁目,427,346,773,375
,"4,837","4,760","9,597","4,210"
,,,,
貝取,631,567,"1,198",617
,631,567,"1,198",617
,,,,
乞田,"1,331","1,193","2,524","1,230"
,"1,331","1,193","2,524","1,230"
,,,,
和田,"4,621","4,444","9,065","3,983"
,"4,621","4,444","9,065","3,983"
,,,,
百草,440,409,849,419
,440,409,849,419
,,,,
落川,643,617,"1,260",560
,643,617,"1,260",560
,,,,
東寺方,872,805,"1,677",813
東寺方１丁目,519,549,"1,068",513
,"1,391","1,354","2,745","1,326"
,,,,
一ノ宮１丁目,"1,090",908,"1,998","1,280"
一ノ宮２丁目,718,715,"1,433",851
一ノ宮３丁目,435,446,881,490
一ノ宮４丁目,938,955,"1,893",984
,"3,181","3,024","6,205","3,605"
,,,,
桜ヶ丘１丁目,939,"1,029","1,968",932
桜ヶ丘２丁目,610,718,"1,328",590
桜ヶ丘３丁目,583,643,"1,226",533
桜ヶ丘４丁目,719,796,"1,515",783
,"2,851","3,186","6,037","2,838"
,,,,
和田（百草団地）,639,732,"1,371",883
,639,732,"1,371",883
,,,,
聖ヶ丘１丁目,901,"1,017","1,918",856
聖ヶ丘２丁目,856,"1,011","1,867",846
聖ヶ丘３丁目,"1,096","1,082","2,178",945
聖ヶ丘４丁目,364,394,758,301
聖ヶ丘５丁目,58,45,103,33
,"3,275","3,549","6,824","2,981"
,,,,
馬引沢１丁目,871,825,"1,696",877
馬引沢２丁目,"1,256","1,125","2,381","1,216"
,"2,127","1,950","4,077","2,093"
,,,,
山王下１丁目,305,385,690,534
,305,385,690,534
,,,,
中沢１丁目,582,528,"1,110",598
中沢２丁目,921,"1,026","1,947",836
,"1,503","1,554","3,057","1,434"
,,,,
唐木田１丁目,"1,150","1,180","2,330","1,095"
唐木田２丁目,0,0,0,0
,"1,150","1,180","2,330","1,095"
,,,,
諏訪１丁目,"2,111","2,127","4,238","2,007"
諏訪２丁目,"1,780","1,959","3,739","1,648"
諏訪３丁目,531,547,"1,078",499
諏訪４丁目,876,"1,180","2,056","1,105"
諏訪５丁目,312,410,722,414
,"5,610","6,223","11,833","5,673"
,,,,
永山１丁目,965,"1,000","1,965","1,097"
永山２丁目,"1,613","1,607","3,220","1,559"
永山３丁目,"1,681","1,871","3,552","1,768"
永山４丁目,"1,496","1,633","3,129","1,890"
永山５丁目,975,"1,098","2,073",872
永山６丁目,605,597,"1,202",582
,"7,335","7,806","15,141","7,768"
,,,,
貝取１丁目,991,941,"1,932",914
貝取２丁目,"1,678","1,832","3,510","1,485"
貝取３丁目,463,601,"1,064",469
貝取４丁目,546,580,"1,126",537
貝取５丁目,268,322,590,326
,"3,946","4,276","8,222","3,731"
,,,,
豊ヶ丘１丁目,"1,516","1,477","2,993","1,481"
豊ヶ丘２丁目,"1,453","1,492","2,945","1,313"
豊ヶ丘３丁目,781,899,"1,680",702
豊ヶ丘４丁目,331,363,694,389
豊ヶ丘５丁目,624,711,"1,335",648
豊ヶ丘６丁目,435,502,937,490
,"5,140","5,444","10,584","5,023"
,,,,
落合１丁目,"1,366","1,501","2,867","1,400"
落合２丁目,"1,144","1,100","2,244",879
落合３丁目,"1,488","1,577","3,065","1,470"
落合４丁目,"1,059","1,196","2,255","1,122"
落合５丁目,"1,102","1,124","2,226",917
落合６丁目,893,851,"1,744",785
,"7,052","7,349","14,401","6,573"
,,,,
鶴牧１丁目,"1,270","1,270","2,540","1,156"
鶴牧２丁目,829,782,"1,611",764
鶴牧３丁目,"1,985","2,122","4,107","1,490"
鶴牧４丁目,365,402,767,325
鶴牧５丁目,956,"1,062","2,018",864
鶴牧６丁目,874,919,"1,793",764
,"6,279","6,557","12,836","5,363"
,,,,
南野１丁目,2,0,2,1
南野２丁目,457,415,872,434
南野３丁目,449,450,899,379
,908,865,"1,773",814
,,,,
東寺方３丁目,151,233,384,209
,151,233,384,209
,,,,
和田３丁目,481,572,"1,053",601
,481,572,"1,053",601
,,,,
愛宕１丁目,313,342,655,373
愛宕２丁目,457,470,927,482
愛宕３丁目,341,471,812,484
愛宕４丁目,"1,264","1,394","2,658","1,332"
,"2,375","2,677","5,052","2,671"
,,,,
,"72,795","75,779","148,574","71,101"
,,,,
,"72,74,16,14,14,11,13,26,29,16,23,45,62,4,4,11,16,13,5,9,9,12,11,1,2,3,4,5,5,6,5,5,4,14,18,"1,152","1,148","2,300"
47,11,5,22,21,11,10,17,24,13,15,12,6,54,51,17,24,11,13,5,4,2,2,12,8,9,14,22,18,83,95,7,6,13,9,13,11,20,7,14,11,9,15,5,7,23,8,14,18,10,12,11,7,10,8,17,8,11,11,12,14,12,10,13,3,0,1,18,12,18,21,5,3,11,7,16,21,11,9,38,30,44,39,7,6,10,9,3,5,19,12,28,31,31,33,17,19,9,12,7,9,0,0,19,12,24,29,9,9,3,9,5,2,26,25,25,33,13,13,7,8,10,15,3,5,29,25,30,27,21,23,26,24,17,6,19,16,24,28,16,18,55,61,7,9,12,16,8,16,9,8,8,5,1,5,4,6,4,6,6,3,3,2,15,13,"1,265","1,231","2,496"
48,8,8,23,21,6,11,17,13,12,11,5,6,37,45,22,22,15,23,8,3,4,4,5,5,13,13,33,27,103,78,8,16,9,12,18,6,13,14,20,13,13,15,9,9,21,19,15,20,7,8,7,9,15,5,11,12,10,15,5,12,13,8,7,9,2,2,15,21,20,22,5,3,12,9,24,13,14,22,24,26,37,29,9,8,5,9,0,5,18,16,41,27,22,27,26,25,18,15,10,9,0,0,23,13,28,32,8,6,6,11,5,6,29,16,33,20,9,8,3,2,8,9,5,4,26,32,24,25,21,16,17,21,13,18,23,14,37,27,20,16,60,48,10,6,13,13,10,16,11,6,11,9,0,1,7,11,7,2,9,9,7,4,12,20,"1,309","1,221","2,530"
49,3,13,29,21,9,17,20,19,15,8,3,8,46,50,22,30,19,15,3,7,7,1,6,7,12,14,24,20,92,62,12,12,14,9,12,18,11,10,17,15,13,11,7,10,15,16,18,15,6,7,8,4,9,12,7,8,13,14,11,8,18,19,4,6,0,1,15,12,26,28,8,4,11,12,17,17,19,18,44,45,33,33,8,13,7,12,1,6,17,26,32,39,42,37,37,25,18,22,11,12,0,0,17,15,19,27,9,4,12,9,2,2,28,23,25,35,8,12,11,5,17,16,5,4,31,33,22,18,19,22,19,17,14,21,14,17,26,23,14,13,52,60,4,5,16,10,19,9,8,8,6,9,2,6,3,6,2,6,9,7,2,4,17,16,"1,303","1,310","2,613"
50,6,7,21,18,12,18,17,20,13,13,12,5,47,36,27,32,14,10,9,4,3,1,16,1,14,5,26,15,108,92,6,8,10,12,19,14,11,10,20,14,9,12,12,7,18,10,14,16,17,8,10,11,10,9,16,6,8,11,10,8,10,21,2,6,2,2,21,14,28,20,5,1,7,4,11,18,16,11,41,35,14,24,11,7,11,15,4,8,15,21,21,21,31,44,36,27,22,15,13,8,0,0,16,11,19,19,11,5,6,7,1,5,31,28,24,28,9,13,5,2,8,9,8,15,22,30,17,23,23,29,14,16,17,10,10,19,37,21,21,19,46,30,5,4,14,11,9,15,10,6,6,7,3,4,6,3,8,4,9,8,6,4,18,19,"1,295","1,179","2,474"
51,5,5,15,22,14,14,20,27,13,6,6,11,47,35,28,28,16,15,5,6,2,3,14,10,6,13,18,20,96,81,8,7,11,10,17,14,3,11,17,14,19,8,9,6,15,20,10,18,6,8,9,10,13,14,13,6,9,18,9,13,13,13,5,3,1,0,10,6,21,26,2,3,11,12,15,13,11,12,49,32,31,35,6,9,12,16,8,8,18,14,33,24,26,26,27,17,13,12,9,14,0,0,12,14,14,28,8,6,14,6,3,3,22,26,25,26,8,18,8,3,13,8,5,2,34,26,18,18,19,24,30,13,9,20,16,13,41,24,19,14,31,28,6,7,9,9,10,17,7,9,10,9,3,3,7,10,3,8,7,3,3,4,14,21,"1,222","1,188","2,410"
52,5,10,20,31,26,21,29,21,7,8,9,9,33,29,31,30,12,19,6,3,2,4,9,5,6,7,20,17,84,78,9,2,10,9,16,10,5,13,16,12,12,9,4,8,10,9,20,13,3,5,9,14,9,10,18,11,15,18,4,11,16,21,4,5,1,1,13,12,26,19,3,0,14,7,14,9,16,12,32,43,27,22,9,11,8,12,7,3,22,17,25,33,35,28,22,30,9,13,15,9,0,0,21,13,17,15,6,6,10,12,9,3,21,31,18,24,9,7,3,4,2,11,6,6,24,21,20,20,25,18,12,19,12,14,16,15,23,30,13,15,46,28,3,5,6,13,15,11,7,11,10,8,4,1,4,7,4,3,12,5,4,5,9,12,"1,168","1,146","2,314"
53,1,7,18,28,13,2,20,21,16,13,14,10,44,38,23,24,15,15,8,2,4,1,6,6,11,11,17,19,93,86,9,4,14,12,17,14,7,9,12,14,17,9,8,5,16,19,19,17,6,9,10,6,12,14,14,3,9,20,9,12,15,9,3,3,1,1,16,14,24,18,2,2,8,11,10,11,18,12,52,44,21,20,6,5,12,12,6,9,33,18,23,30,37,34,29,16,14,20,13,8,0,0,13,18,17,15,2,16,5,5,0,4,32,32,28,24,11,19,6,8,12,8,8,2,32,21,16,27,18,20,19,18,19,10,12,12,23,28,18,15,31,33,6,5,13,13,8,10,11,6,8,10,3,4,3,4,4,3,7,8,4,4,15,19,"1,229","1,168","2,397"
54,5,10,25,21,14,5,26,15,10,8,6,6,30,39,34,34,26,21,5,2,0,0,7,7,11,8,30,28,95,73,9,7,12,11,12,7,7,6,10,9,14,11,8,7,16,13,13,20,9,9,6,10,12,10,12,10,13,13,9,10,19,11,4,8,5,2,15,6,25,23,3,4,9,6,11,14,15,18,40,39,19,20,7,12,3,13,8,10,15,17,33,22,22,24,20,13,15,17,8,8,0,0,21,9,16,18,6,11,8,11,2,5,30,23,18,25,17,12,4,6,14,9,4,9,29,21,22,11,16,21,11,16,12,13,24,5,25,18,15,10,39,22,4,3,14,14,17,12,5,5,4,6,0,4,8,4,2,4,9,4,3,5,13,24,"1,194","1,077","2,271"
55,5,6,19,18,9,5,10,18,11,14,8,4,27,25,25,22,11,13,5,0,3,1,6,1,3,3,11,13,76,61,8,3,8,3,8,7,12,5,17,9,22,7,5,8,11,13,7,12,4,9,13,2,8,11,9,6,10,13,6,7,9,17,3,1,1,0,13,14,20,10,5,3,14,10,8,8,6,14,28,32,19,13,8,6,7,10,5,7,15,12,20,19,18,22,14,17,6,12,7,9,0,0,16,14,14,12,0,6,6,9,2,2,22,20,14,12,4,9,3,0,8,9,3,3,17,6,10,9,26,17,12,10,7,6,11,8,16,21,10,11,24,20,0,4,11,10,9,14,5,5,4,3,0,2,5,6,5,4,6,8,2,2,24,20,899,837,"1,736"
56,10,7,18,20,11,9,22,15,12,13,12,9,34,20,24,24,20,15,6,4,4,2,6,6,8,11,30,21,67,63,5,3,15,9,8,9,6,6,10,11,6,14,5,7,17,19,11,18,6,6,13,7,14,11,2,9,17,15,7,9,8,13,1,4,0,0,11,12,20,24,5,4,17,16,18,12,11,14,42,47,12,14,10,13,11,13,7,3,30,16,23,27,32,22,19,16,23,10,9,4,0,0,14,16,19,29,4,6,4,8,0,2,29,28,22,16,6,6,4,5,6,5,7,7,20,27,14,13,19,19,15,14,12,11,12,9,16,18,23,16,28,18,4,4,5,10,16,12,5,5,8,4,3,2,8,3,4,2,6,3,2,7,13,25,"1,083","1,026","2,109"
