,,,,,,,,,
,4-(4)　　船客乗降人員,,,,,,,,単位：人
,,,,,,,,,
,,,25年,26年,27年,28年,29年,30年,31年
1,総数,乗込,"378,484","363,309","354,011","384,369","392,632","401,371","394,732"
2,,上陸,"391,793","346,489","371,391","405,594","402,104","417,659","412,720"
3,,総数,"770,277","709,798","725,402","789,963","794,736","819,030","807,452"
4,大島,乗込,"205,963","204,157","208,611","226,025","231,078","240,446","237,161"
5,,上陸,"207,136","174,765","211,471","232,506","221,722","240,384","236,800"
6,,総数,"413,099","378,922","420,082","458,531","452,800","480,830","473,961"
7,利島,乗込,"6,899","7,526","7,672","7,041","7,634","5,084","6,721"
8,,上陸,"6,978","7,455","7,718","6,926","7,389","5,683","7,154"
9,,総数,"13,877","14,981","15,390","13,967","15,023","10,767","13,875"
10,新島,乗込,"25,811","24,477","23,364","25,917","26,601","24,113","21,951"
11,,上陸,"28,491","27,152","26,266","28,877","30,280","27,638","25,348"
12,,総数,"54,302","51,629","49,630","54,794","56,881","51,751","47,299"
13,式根島,乗込,                - , - , - , - , - , - , - 
14,,上陸,                - , - , - , - , - , - , - 
15,,総数,                - , - , - , - , - , - , - 
16,神津島,乗込,"18,393","19,816","15,682","23,323","22,028","18,664","20,578"
17,,上陸,"18,321","21,031","16,421","23,554","23,602","17,207","20,909"
18,,総数,"36,714","40,847","32,103","46,877","45,630","35,871","41,487"
19,三宅島,乗込,"15,608","12,492","9,346","9,449","9,079","12,409","10,795"
20,,上陸,"17,478","15,085","11,589","11,614","11,199","15,779","13,540"
21,,総数,"33,086","27,577","20,935","21,063","20,278","28,188","24,335"
22,御蔵島,乗込,"12,571","6,265","7,299","7,280","7,342","6,516","6,589"
23,,上陸,"14,048","7,086","7,999","8,264","8,040","7,313","7,301"
24,,総数,"26,619","13,351","15,298","15,544","15,382","13,829","13,890"
25,八丈島,乗込,"8,453","8,616","10,681","13,044","12,370","12,573","13,196"
26,,上陸,"14,799","15,509","18,554","21,670","22,015","22,685","23,487"
27,,総数,"23,252","24,125","29,235","34,714","34,385","35,258","36,683"
28,青ヶ島,乗込,788,878,995,"1,291","1,238","1,050","1,365"
29,,上陸,771,871,"1,035","1,326","1,214","1,005","1,439"
30,,総数,"1,559","1,749","2,030","2,617","2,452","2,055","2,804"
31,小笠原,乗込,"83,998","79,082","70,361","70,999","75,262","80,516","76,376"
32,,上陸,"83,771","77,535","70,338","70,857","76,643","79,965","76,742"
33,,総数,"167,769","156,617","140,699","141,856","151,905","160,481","153,118"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
３００トン以上　　,289,"115,006",23,"8,286",25,"9,125",29,"10,391",24,"8,560",22,"19,085",21,"7,655",25,"9,126",24,"8,534",26,"9,263",24,"8,810",28,"9,802",18,"6,369",３００トン以上　　,
内 航 船　　,288,"114,627",23,"8,286",25,"9,125",28,"10,012",24,"8,560",22,"19,085",21,"7,655",25,"9,126",24,"8,534",26,"9,263",24,"8,810",28,"9,802",18,"6,369",内 航 船　　,
外 航 船　　,1,379,-,-,-,-,1,379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
４００トン以上　　,"5,858","2,846,579",496,"241,136",528,"256,335",574,"279,078",517,"251,723",452,"220,231",483,"234,521",509,"247,090",424,"206,035",426,"207,138",480,"233,251",504,"244,278",465,"225,763",４００トン以上　　,
内 航 船　　,"5,858","2,846,579",496,"241,136",528,"256,335",574,"279,078",517,"251,723",452,"220,231",483,"234,521",509,"247,090",424,"206,035",426,"207,138",480,"233,251",504,"244,278",465,"225,763",内 航 船　　,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
５００トン以上　　,634,"400,406",45,"27,580",45,"27,926",53,"32,929",63,"39,339",57,"35,760",63,"40,737",65,"41,576",51,"32,244",35,"22,604",46,"28,829",50,"31,306",61,"39,576",５００トン以上　　,
内 航 船　　,634,"400,406",45,"27,580",45,"27,926",53,"32,929",63,"39,339",57,"35,760",63,"40,737",65,"41,576",51,"32,244",35,"22,604",46,"28,829",50,"31,306",61,"39,576",内 航 船　　,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
７００トン以上　　,"2,375","1,785,841",185,"138,940",174,"130,972",196,"147,777",222,"166,895",182,"136,724",220,"166,828",241,"180,547",173,"129,516",182,"136,476",198,"148,044",206,"155,360",196,"147,762",７００トン以上　　,
内 航 船　　,"2,375","1,785,841",185,"138,940",174,"130,972",196,"147,777",222,"166,895",182,"136,724",220,"166,828",241,"180,547",173,"129,516",182,"136,476",198,"148,044",206,"155,360",196,"147,762",内 航 船　　,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
１，０００トン以上　　,804,"1,072,676",64,"87,622",65,"89,474",70,"89,350",66,"88,632",67,"87,978",80,"106,956",66,"86,678",63,"82,975",58,"75,651",71,"95,295",65,"89,629",69,"92,436",１，０００トン以上　　,
内 航 船　　,776,"1,019,948",61,"81,801",62,"83,626",70,"89,350",63,"83,150",64,"82,093",78,"103,001",65,"84,758",61,"79,767",56,"72,181",69,"91,574",61,"81,676",66,"86,971",内 航 船　　,
外 航 船　　,28,"52,728",3,"5,821",3,"5,848",-,-,3,"5,482",3,"5,885",2,"3,955",1,"1,920",2,"3,208",2,"3,470",2,"3,721",4,"7,953",3,"5,465",外 航 船　　,
２，０００トン以上　　,961,"2,445,724",83,"213,442",81,"206,161",91,"233,701",84,"211,012",81,"207,053",73,"181,854",77,"197,826",75,"191,213",70,"178,814",77,"193,266",83,"212,034",86,"219,348",２，０００トン以上　　,
内 航 船　　,946,"2,408,757",81,"208,763",80,"203,938",91,"233,701",84,"211,012",80,"204,706",72,"179,507",75,"193,517",74,"188,975",70,"178,814",75,"188,167",80,"203,147",84,"214,510",内 航 船　　,
外 航 船　　,15,"36,967",2,"4,679",1,"2,223",-,-,-,-,1,"2,347",1,"2,347",2,"4,309",1,"2,238",-,-,2,"5,099",3,"8,887",2,"4,838",外 航 船　　,
３，０００トン以上　　,309,"1,132,161",22,"78,045",25,"90,082",18,"64,617",32,"118,506",26,"95,480",23,"84,106",27,"100,327",31,"114,239",32,"117,981",28,"103,533",23,"84,970",22,"80,275",３，０００トン以上　　,
内 航 船　　,300,"1,099,533",22,"78,045",25,"90,082",17,"60,682",30,"111,201",25,"91,494",23,"84,106",27,"100,327",30,"110,922",32,"117,981",26,"96,082",22,"81,653",21,"76,958",内 航 船　　,
外 航 船　　,9,"32,628",-,-,-,-,1,"3,935",2,"7,305",1,"3,986",-,-,-,-,1,"3,317",-,-,2,"7,451",1,"3,317",1,"3,317",外 航 船　　,
４，０００トン以上　　,355,"1,715,247",42,"204,642",42,"205,897",47,"228,366",23,"111,962",39,"188,695",35,"167,704",39,"189,663",45,"217,797",11,"52,101",13,"59,483",10,"46,744",9,"42,193",４，０００トン以上　　,
内 航 船　　,318,"1,543,357",38,"185,782",38,"186,941",43,"210,133",22,"106,966",37,"180,062",31,"150,500",36,"176,086",43,"208,587",9,"42,457",11,"49,937",5,"23,055",5,"22,851",内 航 船　　,
