市区町村コード,施設_ID,設備_ID,防災行政無線_ID,防災行政無線_名称,防災行政無線_名称（カナ）,防災行政無線_名称（英字）,防災行政無線_説明,防災行政無線_緯度,防災行政無線_経度,防災行政無線_座標参照系,防災行政無線_座標参照系コード,防災行政無線_地区名,防災行政無線_備考
132217,,,1,清瀬市役所,キヨセシヤクショ,,,,,,,,
132217,,,2,旭が丘浄水場,アサヒガオカジョウスイジョウ,,,,,,,,
132217,,,3,清瀬市立第六小学校,キヨセシリツダイロクショウガッコウ,,,,,,,,
132217,,,4,台田団地給水塔,ダイダダンチキュウスイトウ,,,,,,,,
132217,,,5,清瀬市立第四中学校,キヨセシリツダイヨンチュウガッコウ,,,,,,,,
132217,,,6,清瀬市立第七小学校,キヨセシリツダイナナショウガッコウ,,,,,,,,
132217,,,7,野塩団地公園,ノシオダンチコウエン,,,,,,,,
132217,,,8,清瀬市立第十小学校,キヨセシリツダイジュウショウガッコウ,,,,,,,,
132217,,,9,清瀬市けやきホール,キヨセシケヤキホール,,,,,,,,
132217,,,10,第五分団器具置場,ダイゴブンダンキグオキバ,,,,,,,,
132217,,,11,コーポレート児童遊園,コーポレートジドウユウエン,,,,,,,,
132217,,,12,第三分団器具置場,ダイサンブンダンキグオキバ,,,,,,,,
132217,,,13,清瀬市立えんじゅ児童遊園,キヨセシリツエンジュジドウユウエン,,,,,,,,
132217,,,14,清瀬市立下宿内山児童遊園,キヨセシリツシタジュクウチヤマジドウユウエン,,,,,,,,
132217,,,15,清瀬市立第四小学校,キヨセシリツダイヨンショウガッコウ,,,,,,,,
132217,,,16,清瀬市立第三中学校,キヨセシリツダイサンチュウガッコウ,,,,,,,,
132217,,,17,清瀬市立郷土博物館,キヨセシリツキョウドハクブツカン,,,,,,,,
132217,,,18,清瀬市立芝山小学校,キヨセシリツシバヤマショウガッコウ,,,,,,,,
132217,,,19,梅園老人憩いの家,ウメゾノロウジンイコイノイエ,,,,,,,,
132217,,,20,東京都立清瀬高校,トウキョウトリツキヨセコウコウ,,,,,,,,
132217,,,21,野塩地域市民センター,ノシオチイキシミンセンター,,,,,,,,
132217,,,22,下宿台田児童遊園,シタジュクダイダジドウユウエン,,,,,,,,
132217,,,23,中清戸サンビレッジ児童遊園,ナカキヨトサンビレッジジドウユウエン,,,,,,,,
132217,,,24,中清戸つばき児童遊園,ナカキヨトツバキジドウユウエン,,,,,,,,
132217,,,25,中里宮前児童遊園,ナカサトミヤマエジドウユウエン,,,,,,,,
132217,,,26,市営野塩柳原住宅,シエイノシオヤナギハラジュウタク,,,,,,,,
132217,,,27,旭が丘松原北児童遊園,アサヒガオカマツバラキタジドウユウエン,,,,,,,,
132217,,,28,下宿市民センター駐車場,シタジュクシミンセンターチュウシャジョウ,,,,,,,,
132217,,,29,清瀬市立第6保育園跡地,キヨセシリツダイロクホイクエンアトチ,,,,,,,,
132217,,,30,清瀬市立第八小学校,キヨセシリツダイハチショウガッコウ,,,,,,,,
132217,,,31,竹丘緑地公園,タケオカリョクチコウエン,,,,,,,,
132217,,,32,コミュニティプラザひまわり,コミュニティプラザヒマワリ,,,,,,,,
132217,,,33,上清戸やまぼうし児童遊園,カミキヨトヤマボウシジドウユウエン,,,,,,,,
132217,,,34,下清戸北児童遊園,シモキヨトキタジドウユウエン,,,,,,,,
132217,,,35,金山緑地公園,カナヤマリョクチコウエン,,,,,,,,
132217,,,36,中里地域市民センター,ナカサトチイキシミンセンター,,,,,,,,
132217,,,37,アミュー,アミュー,,,,,,,,
132217,,,38,児童センター,ジドウセンター,,,,,,,,
132217,,,39,中央図書館,チュウオウトショカン,,,,,,,,
