区分町村,路線名（整理番号）,区間,現道／延長（ｍ）,平現道／均総幅員（ｍ）,現道／面積（ｍ2）,規格改良延長（ｍ）,規格改良率（％）,歩道設置延長（ｍ）,歩道設置率（％）,舗装率（％）,摘要
大島町,大島公園線（都道207号）,自 大島町元町／至 大島町元町港,13738,8.3,114732,11506,83.75309361,2175,15.83199884,100,
大島町,大島循環線（都道208号）,自 大島町元町地の岡_大島公園線交点／至 大島町元町_大島公園線交点,43293,9.7,418760,43293,100,12514,28.90536576,100,
大島町,川の道岡田港線（都道209号）,自 大島町岡田川の道_大島循環線交点／至 大島町岡田港,1773,14.1,25101,1773,100,1396,78.73660462,100,
大島町,下地波浮港線（都道210号）,自 大島町差木地下地_大島循環線交点／至 大島町波浮港,1522,7.9,12040,1522,100,715,46.97766097,100,
大島町,計,,60326,,570633,58094,96.30010277,16800,27.84868879,100,
利島村,利島環状線（都道228号）,自 利島村利島港／至 利島村字郷,8803,6.7,58934,8803,100,0,0,100,
新島村,若郷新島港線（都道211号）,自 新島村若郷／至 新島村新島港,11778,11.4,133897,11778,100,3306,28.06928171,100,
新島村,式根島循環線（都道237号）,自 新島村／至 式根島字野伏同所,4630,7.2,33464,4630,100,50,1.079913607,100,
新島村,計,,16408,,167361,16408,100,3356,20.45343735,100,
神津島村,神戸山多幸線（都道224号）,自 神津島村長浜／至 神津島村多幸,10073,10.7,108252,10073,100,1718,17.05549489,100,
合計,,,95610,,905180,93378,97.66551616,21874,22.87836,100,
大島町,�-,-,-,-,-,-,-,-,-,-,3,11,2,7,-,-,-,-,2,7,-,-,-,-,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,39,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,1,5,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,1,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,12,1,5,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
6,13117,1311703005,蛹怜玄,蛹怜玄逕ｰ遶ｯ,5荳∫岼,蛹怜玄逕ｰ遶ｯ5荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,21,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,2,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
6,13117,1311703006,蛹怜玄,蛹怜玄逕ｰ遶ｯ,6荳∫岼,蛹怜玄逕ｰ遶ｯ6荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,38,-,-,-,-,-,-,2,38,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,45,2,42,-,-,-,-,-,-,-,-,1,2,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-
5,13117,1311702800,蛹怜玄,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ,,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,2,5,-,-,-,-,1,2,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,46,4,37,1,7,-,-,-,-,-,-,3,30,2,7,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,14,138,11,104,-,-,1,1,6,22,-,-,4,81,-,-,-,-,-,-,-,-,2,19,1,3,1,16,1,15,1,15,-,-,-,-,10,106,3,8,2,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,98,-,-,1,9,3,6,-,-,-,-,-,-,1,36,-,-,2,47,-,-,-,-,-,-,2,7,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,13,50,-,-,3,7,2,5,1,2,-,-,-,-,-,-,-,-,3,17,1,3,-,-,1,3,-,-,-,-,6,23,1,15,-,-,1,1,-,-,1,2,2,3,1,2,-,-,-,-,5,14,-,-,-,-,-,-,-,-,-,-,1,2,4,12,1,3,-,-,1,4,2,5,11,60,2,3,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,4,31,1,15,-,-,3,16,-,-,-,-,-,-,-,-,-,-,1,8,1,8,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,3,17,-,-,-,-,-,-,-,-,-,-,1,13,-,-,-,-,2,4,2,4,2,4,-,-,-,-,1,1,1,3,-,-,-,-,-,-
6,13117,1311702801,蛹怜玄,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ,1荳∫岼,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ1荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,40,3,34,1,7,-,-,-,-,-,-,2,27,1,4,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,3,33,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,16,-,-,1,16,1,15,1,15,-,-,-,-,7,57,3,8,2,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,49,-,-,1,9,2,4,-,-,-,-,-,-,1,36,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,4,8,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,1,1,-,-,-,-,1,2,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,1,2,1,3,1,3,-,-,-,-,-,-,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,21,1,15,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-
6,13117,1311702802,蛹怜玄,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ,2荳∫岼,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ2荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,40,7,37,-,-,1,1,4,17,-,-,2,19,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,2,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,47,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,33,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,1,13,1,3,-,-,1,3,-,-,-,-,1,15,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,1,3,4,19,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-
6,13117,1311702803,蛹怜玄,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ,3荳∫岼,蛹怜玄逕ｰ遶ｯ譁ｰ逕ｺ3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,65,3,65,-,-,-,-,1,3,-,-,2,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,9,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,3,5,-,-,-,-,-,-,-,-,1,2,1,1,1,2,-,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,2,6,-,-,-,-,1,4,1,2,5,20,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,1,8,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13117,1311700200,蛹怜玄,蛹怜玄雎雁ｳｶ,,蛹怜玄雎雁ｳｶ,-,-,-,-,-,-,4,18,1,5,-,-,-,-,1,5,2,5,-,-,2,5,-,-,-,-,1,8,-,-,-,-,1,8,-,-,8,18,5,11,1,2,-,-,2,4,-,-,1,2,1,3,-,-,3,7,1,5,-,-,-,-,1,2,-,-,-,-,-,-,1,-,11,77,4,50,1,2,-,-,1,1,-,-,2,47,2,9,-,-,2,9,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,3,3,13,-,-,3,13,1,2,-,-,-,-,1,2,-,-,-,-,7,82,3,35,-,-,-,-,1,6,-,-,2,29,-,-,-,-,-,-,-,-,4,47,1,9,3,38,-,-,-,-,-,-,-,-,16,378,1,12,-,-,1,12,-,-,-,-,-,-,-,-,2,91,-,-,1,87,-,-,1,4,2,13,-,-,2,13,11,262,4,11,-,-,1,2,1,9,-,-,-,-,1,168,-,-,4,72,-,-,-,-,-,-,13,26,5,13,3,8,2,5,3,5,3,4,3,4,-,-,1,2,1,2,-,-,1,2,-,-,-,-,-,-,1,2,52,371,2,45,7,39,6,27,1,12,3,15,2,8,1,7,2,10,5,34,9,23,1,2,4,10,4,11,-,-,24,205,5,116,1,2,2,4,5,10,4,51,4,9,-,-,-,-,3,13,14,228,3,10,1,1,1,8,-,-,1,1,2,4,9,214,6,20,-,-,-,-,3,194,42,311,2,4,-,-,-,-,2,4,-,-,2,4,1,2,1,2,-,-,-,-,10,61,-,-,1,5,7,51,2,5,-,-,-,-,-,-,-,-,3,10,1,4,2,6,7,100,2,5,-,-,4,92,1,3,2,10,-,-,1,1,1,9,2,3,-,-,2,3,14,119,-,-,3,4,4,8,2,7,-,-,1,1,1,2,-,-,3,97,4,33,3,31,-,-,2,29,1,2,-,-,-,-,-,-,1,2
6,13117,1311700201,蛹怜玄,蛹怜玄雎雁ｳｶ,1荳∫岼,蛹怜玄雎雁ｳｶ1荳∫岼,-,-,-,-,-,-,1,5,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,2,4,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,9,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,1,6,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,22,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,2,16,1,9,1,7,-,-,-,-,-,-,-,-,4,23,1,12,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,1,5,2,6,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,1,2,1,2,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,40,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,38,1,24,-,-,1,3,1,2,-,-,1,3,-,-,-,-,1,6,5,197,1,1,1,1,-,-,-,-,-,-,-,-,4,196,1,2,-,-,-,-,3,194,5,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,1,4,-,-,1,4,1,20,-,-,-,-,1,20,-,-,1,9,-,-,-,-,1,9,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311700202,蛹怜玄,蛹怜玄雎雁ｳｶ,2荳∫岼,蛹怜玄雎雁ｳｶ2荳∫岼,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,10,2,5,1,2,-,-,-,-,-,-,-,-,1,3,-,-,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,1,13,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,6,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,25,1,2,-,-,-,-,1,2,-,-,4,7,-,-,-,-,1,1,-,-,1,2,1,2,-,-,-,-,1,2,4,18,1,8,-,-,1,8,-,-,-,-,-,-,3,10,3,10,-,-,-,-,-,-,6,18,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,2,9,-,-,-,-,2,9,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,1,1,13,1,13,-,-,1,13,-,-,-,-,-,-,-,-,-,-
6,13117,1311700203,蛹怜玄,蛹怜玄雎雁ｳｶ,3荳∫岼,蛹怜玄雎雁ｳｶ3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,2,5,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,8,2,3,1,1,1,2,1,2,2,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,88,1,30,1,2,1,2,-,-,-,-,-,-,-,-,-,-,2,7,2,4,1,2,1,2,-,-,-,-,6,45,2,37,-,-,-,-,2,5,1,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,45,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,2,24,-,-,-,-,2,24,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,1,3,-,-,-,-,-,-,1,3,1,1,-,-,1,1,-,-,1,2,-,-,1,2,3,9,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,-,1,6,1,16,1,16,-,-,1,16,-,-,-,-,-,-,-,-,-,-
