"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,2672,-,3083,-,3439,-,806,-
"0","0","0","0","0","調査世帯数",340,-,93,-,99,-,119,-,29,-
"0","0","0","0","0","世帯人員",3.27,-,2.00,-,3.00,-,4.00,-,5.34,-
"0","0","0","0","0","有業人員",1.77,-,1.51,-,1.77,-,1.99,-,1.68,-
"0","0","0","0","0","世帯主平均年齢",49.3,-,52.1,-,50.4,-,47.4,-,44.5,-
"1","0","0","0","0","受取",1713810,-,1403624,-,1678478,-,1963446,-,1812429,-
"1","1","0","0","0","実収入",779580,100.0,641330,100.0,740152,100.0,896718,100.0,889046,100.0
"1","2","0","0","0","経常収入",775251,99.4,638239,99.5,735363,99.4,892715,99.6,880985,99.1
"1","3","0","0","0","勤め先収入",755983,97.0,618094,96.4,715974,96.7,875458,97.6,856507,96.3
"1","4","0","0","0","世帯主収入",640363,82.1,522879,81.5,581662,78.6,752856,84.0,774515,87.1
"1","6","0","0","0","うち男",602006,77.2,474042,73.9,536620,72.5,733705,81.8,714539,80.4
"1","5","0","0","0","定期収入",444225,57.0,383273,59.8,440756,59.5,465541,51.9,568661,64.0
"1","5","0","0","0","臨時収入",2303,0.3,1509,0.2,1432,0.2,3878,0.4,1542,0.2
"1","5","0","0","0","賞与",193835,24.9,138097,21.5,139475,18.8,283437,31.6,204312,23.0
"1","4","0","0","0","世帯主の配偶者の収入",104149,13.4,86663,13.5,121692,16.4,108591,12.1,76071,8.6
"1","6","0","0","0","うち女",97405,12.5,84300,13.1,121692,16.4,90816,10.1,76071,8.6
"1","4","0","0","0","他の世帯員収入",11472,1.5,8553,1.3,12620,1.7,14012,1.6,5921,0.7
"1","3","0","0","0","事業・内職収入",11183,1.4,14953,2.3,6581,0.9,10536,1.2,19053,2.1
"1","4","0","0","0","家賃収入",6329,0.8,13063,2.0,2930,0.4,5628,0.6,-,-
"1","4","0","0","0","他の事業収入",2233,0.3,559,0.1,2326,0.3,554,0.1,14595,1.6
"1","4","0","0","0","内職収入",2621,0.3,1331,0.2,1325,0.2,4354,0.5,4459,0.5
"1","3","0","0","0","他の経常収入",8084,1.0,5192,0.8,12808,1.7,6721,0.7,5424,0.6
"1","4","0","0","0","財産収入",1626,0.2,1825,0.3,1606,0.2,1870,0.2,-,-
"1","4","0","0","0","社会保障給付",6458,0.8,3367,0.5,11201,1.5,4851,0.5,5424,0.6
"1","5","0","0","0","公的年金給付",275,0.0,1029,0.2,-,-,-,-,-,-
"1","5","0","0","0","他の社会保障給付",6183,0.8,2338,0.4,11201,1.5,4851,0.5,5424,0.6
"1","4","0","0","0","仕送り金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","特別収入",4329,0.6,3091,0.5,4789,0.6,4003,0.4,8061,0.9
"1","3","0","0","0","受贈金",361,0.0,779,0.1,369,0.0,114,0.0,-,-
"1","3","0","0","0","他の特別収入",3967,0.5,2312,0.4,4420,0.6,3889,0.4,8061,0.9
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",510702,-,464759,-,480576,-,532061,-,687161,-
"1","2","0","0","0","預貯金引出",375618,-,339317,-,334620,-,396116,-,565365,-
"1","2","0","0","0","保険金",4402,-,2485,-,11231,-,802,-,-,-
"1","3","0","0","0","個人・企業年金保険金",272,-,1018,-,-,-,-,-,-,-
"1","3","0","0","0","他の保険金",4130,-,1467,-,11231,-,802,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",511,-,151,-,1526,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",129863,-,122100,-,133193,-,134802,-,121796,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",308,-,706,-,6,-,342,-,-,-
"1","1","0","0","0","繰入金",423529,-,297535,-,457750,-,534667,-,236223,-
"2","0","0","0","0","支払",1713810,-,1403624,-,1678478,-,1963446,-,1812429,-
"2","1","0","0","0","実支出",510679,-,471081,-,505816,-,529087,-,582042,-
"2","2","0","0","0","生計支出",346650,-,329679,-,359259,-,339045,-,387141,-
"2","3","0","0","0","消費支出",346650,100.0,329679,100.0,359259,100.0,339045,100.0,387141,100.0
"2","4","1","0","0","食料",102807,29.7,86557,26.3,106430,29.6,106996,31.6,124960,32.3
"2","5","1","1","0","穀類",7181,2.1,5175,1.6,6816,1.9,8400,2.5,10034,2.6
"2","6","1","1","1","米類",1625,0.5,854,0.3,1928,0.5,1791,0.5,2309,0.6
"2","6","1","1","2","パン",3106,0.9,2423,0.7,2670,0.7,3779,1.1,4164,1.1
"2","6","1","1","3","麺類",1954,0.6,1583,0.5,1754,0.5,2234,0.7,2754,0.7
"2","6","1","1","4","他の穀類",497,0.1,315,0.1,465,0.1,595,0.2,806,0.2
"2","5","1","2","0","魚介類",5173,1.5,4269,1.3,5965,1.7,5076,1.5,5557,1.4
"2","6","1","2","1","生鮮魚介",3016,0.9,2391,0.7,3595,1.0,3034,0.9,2795,0.7
"2","6","1","2","2","塩干魚介",892,0.3,748,0.2,948,0.3,941,0.3,944,0.2
"2","6","1","2","3","魚肉練製品",468,0.1,453,0.1,581,0.2,388,0.1,431,0.1
"2","6","1","2","4","他の魚介加工品",797,0.2,677,0.2,841,0.2,713,0.2,1387,0.4
"2","5","1","3","0","肉類",9036,2.6,6230,1.9,8132,2.3,10642,3.1,14949,3.9
"2","6","1","3","1","生鮮肉",7327,2.1,5005,1.5,6653,1.9,8620,2.5,12097,3.1
"2","6","1","3","2","加工肉",1709,0.5,1225,0.4,1480,0.4,2023,0.6,2851,0.7
"2","5","1","4","0","乳卵類",5006,1.4,3766,1.1,4968,1.4,5626,1.7,6621,1.7
"2","6","1","4","1","牛乳",1543,0.4,1161,0.4,1430,0.4,1761,0.5,2316,0.6
"2","6","1","4","2","乳製品",2385,0.7,1807,0.5,2521,0.7,2638,0.8,2702,0.7
"2","6","1","4","3","卵",1078,0.3,798,0.2,1018,0.3,1227,0.4,1603,0.4
"2","5","1","5","0","野菜・海藻",9864,2.8,8144,2.5,10803,3.0,10026,3.0,11287,2.9
"2","6","1","5","1","生鮮野菜",7020,2.0,5783,1.8,7723,2.1,7201,2.1,7662,2.0
"2","6","1","5","2","乾物・海藻",664,0.2,377,0.1,869,0.2,672,0.2,791,0.2
"2","6","1","5","3","大豆加工品",1155,0.3,993,0.3,1191,0.3,1169,0.3,1495,0.4
"2","6","1","5","4","他の野菜・海藻加工品",1026,0.3,992,0.3,1019,0.3,984,0.3,1339,0.3
"2","5","1","6","0","果物",3439,1.0,3030,0.9,3562,1.0,3790,1.1,2830,0.7
"2","6","1","6","1","生鮮果物",3115,0.9,2644,0.8,3219,0.9,3496,1.0,2660,0.7
"2","6","1","6","2","果物加工品",324,0.1,386,0.1,344,0.1,294,0.1,171,0.0
"2","5","1","7","0","油脂・調味料",4150,1.2,3416,1.0,4138,1.2,4512,1.3,5087,1.3
"2","6","1","7","1","油脂",425,0.1,371,0.1,450,0.1,415,0.1,554,0.1
"2","6","1","7","2","調味料",3725,1.1,3045,0.9,3688,1.0,4096,1.2,4533,1.2
"2","5","1","8","0","菓子類",8931,2.6,6534,2.0,8414,2.3,10376,3.1,12696,3.3
"2","5","1","9","0","調理食品",14607,4.2,13555,4.1,14624,4.1,14747,4.3,17426,4.5
"2","6","1","9","1","主食的調理食品",6293,1.8,5940,1.8,6565,1.8,6056,1.8,7434,1.9
"2","6","1","9","2","他の調理食品",8314,2.4,7615,2.3,8059,2.2,8691,2.6,9992,2.6
"2","5","1","10","0","飲料",7099,2.0,6531,2.0,7899,2.2,6685,2.0,7691,2.0
"2","6","1","10","1","茶類",1470,0.4,1677,0.5,1568,0.4,1180,0.3,1647,0.4
"2","6","1","10","2","コーヒー・ココア",1129,0.3,1284,0.4,1041,0.3,1155,0.3,841,0.2
"2","6","1","10","3","他の飲料",4500,1.3,3569,1.1,5290,1.5,4350,1.3,5202,1.3
"2","5","1","11","0","酒類",4531,1.3,4363,1.3,6522,1.8,3342,1.0,2543,0.7
"2","5","1","12","0","外食",23789,6.9,21544,6.5,24586,6.8,23775,7.0,28238,7.3
"2","6","1","12","1","一般外食",22963,6.6,21544,6.5,24186,6.7,22839,6.7,23517,6.1
"2","6","1","12","2","学校給食",826,0.2,-,-,400,0.1,936,0.3,4721,1.2
"2","4","2","0","0","住居",26416,7.6,44690,13.6,24066,6.7,15436,4.6,21661,5.6
"2","5","2","1","0","家賃地代",19270,5.6,29241,8.9,20253,5.6,10363,3.1,20448,5.3
"2","5","2","2","0","設備修繕・維持",7146,2.1,15449,4.7,3813,1.1,5072,1.5,1213,0.3
"2","6","2","2","1","設備材料",4599,1.3,13475,4.1,2134,0.6,823,0.2,703,0.2
"2","6","2","2","2","工事その他のサービス",2547,0.7,1974,0.6,1679,0.5,4249,1.3,510,0.1
"2","4","3","0","0","光熱・水道",16150,4.7,14317,4.3,16156,4.5,15555,4.6,24744,6.4
"2","5","3","1","0","電気代",7421,2.1,7006,2.1,6950,1.9,7350,2.2,10909,2.8
"2","5","3","2","0","ガス代",4125,1.2,3730,1.1,4450,1.2,3863,1.1,5302,1.4
"2","5","3","3","0","他の光熱",45,0.0,83,0.0,42,0.0,29,0.0,-,-
"2","5","3","4","0","上下水道料",4559,1.3,3498,1.1,4714,1.3,4314,1.3,8533,2.2
"2","4","4","0","0","家具・家事用品",11615,3.4,10298,3.1,13886,3.9,11413,3.4,8159,2.1
"2","5","4","1","0","家庭用耐久財",2098,0.6,925,0.3,3270,0.9,2235,0.7,921,0.2
"2","6","4","1","1","家事用耐久財",1642,0.5,640,0.2,2890,0.8,1565,0.5,517,0.1
"2","6","4","1","2","冷暖房用器具",265,0.1,276,0.1,327,0.1,170,0.1,404,0.1
