一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
218,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状7号線,c,2009-12-08,2009-12-11,4,6,6.9 ,1.2,71,69
219,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状7号線,c,2009-05-12,2009-05-15,4,6,5.7 ,1.3,74,73
220,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状7号線,c,2009-05-19,2009-05-22,4,6,2.8 ,1.3,70,69
221,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状8号線,b,2009-06-30,2009-07-03,4,4,3.7 ,1.3,74,72
222,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状8号線,c,2010-01-12,2010-01-15,4,4,2.8 ,1.2,72,70
223,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状8号線,b,2009-06-23,2009-06-26,4,4,3.6 ,1.3,75,75
224,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道20号線（甲州街道）,c,2009-09-08,2009-09-11,3,8,4.9 ,1.3,70,69
225,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射5号線）,b,2009-09-15,2009-09-18,4,6,4.5 ,1.2,70,68
226,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射5号線）,b,2009-09-29,2009-10-02,4,2,8.7 ,1.3,65,65
227,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2009-10-06,2009-10-09,4,4,4.0 ,1.3,72,71
228,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2009-10-20,2009-10-23,4,4,5.8 ,1.2,70,69
229,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2009-10-27,2009-10-30,4,4,4.7 ,1.2,71,70
230,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2009-11-03,2009-11-06,4,4,2.9 ,1.2,72,71
231,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2009-11-10,2009-11-13,4,4,4.1 ,1.4,71,69
232,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2009-10-13,2009-10-16,4,2,3.0 ,1.7,68,65
