,政党支部の名称,事務所の所在地,緯度,経度,座標系,代表者,会計責任者,設立届出日,国会議員関係
1,日本のこころを大切にする党衆議院東京都第十二支部,千代田区紀尾井町３－３３,35.681180,139.738096,座標系（JGD2011）,田母神俊雄,村岡満,H26.11.26,衆
2,日本のこころを大切にする党千代田区議会第一支部,千代田区神田須田町１－２３ー１,35.697170,139.769204,座標系（JGD2011）,青木龍馬,小澤大,H27.4.6,
3,日本のこころを大切にする党港区議会第一支部,港区麻布台３－２－１３,35.660223,139.737797,座標系（JGD2011）,山本閉留巳,山本幸枝,H26.10.16,
4,日本のこころを大切にする党文京区議会第一支部,文京区小石川５－３－３,35.716630,139.738881,座標系（JGD2011）,國枝正人,國枝省公子,H27.2.2,
5,日本のこころを大切にする党大田区議会第一支部,大田区蒲田５－３４－１０,35.559855,139.718378,座標系（JGD2011）,犬伏秀一,犬伏知子,H26.8.1,
6,日本のこころを大切にする党世田谷区議会第一支部,世田谷区砧７－４－１２,35.634615,139.606393,座標系（JGD2011）,阿久津皇,阿久津美由紀,H27.2.18,
7,日本のこころを大切にする党衆議院東京都第七支部,中野区新井１－１－１６,35.710235,139.669971,座標系（JGD2011）,吉田康一郎,吉田勝昭,H26.9.25,衆
8,日本のこころを大切にする党足立区地区支部,足立区東和１－１３－１３,35.766092,139.837276,座標系（JGD2011）,和田智之,和田正昭,H26.11.26,

2,日本.8,5.2,2.3,2.8,7.5,2.8,37.1,5.2
年齢70歳代,151,8,5,35,5,5,1,1,10,2,82,9
年齢70歳代,100.0,5.3,3.3,23.2,3.3,3.3,0.7,0.7,6.6,1.3,54.3,6.0
年齢80歳以上,36,2,1,8,-,1,1,-,4,3,16,3
年齢80歳以上,100.0,5.6,2.8,22.2,-,2.8,2.8,-,11.1,8.3,44.4,8.3
性／年齢別男性20歳代,28,12,9,9,8,1,2,4,2,-,3,-
性／年齢別男性20歳代,100.0,42.9,32.1,32.1,28.6,3.6,7.1,14.3,7.1,-,10.7,-
性／年齢別男性30歳代,66,25,24,15,6,10,6,9,11,-,4,3
性／年齢別男性30歳代,100.0,37.9,36.4,22.7,9.1,15.2,9.1,13.6,16.7,-,6.1,4.5
性／年齢別男性40歳代,92,25,22,25,9,5,6,6,12,3,18,1
性／年齢別男性40歳代,100.0,27.2,23.9,27.2,9.8,5.4,6.5,6.5,13.0,3.3,19.6,1.1
性／年齢別男性50歳代,93,23,11,26,8,7,3,5,10,1,20,4
性／年齢別男性50歳代,100.0,24.7,11.8,28.0,8.6,7.5,3.2,5.4,10.8,1.1,21.5,4.3
性／年齢別男性60歳代,110,13,10,36,3,6,3,5,7,3,39,6
性／年齢別男性60歳代,100.0,11.8,9.1,32.7,2.7,5.5,2.7,4.5,6.4,2.7,35.5,5.5
性／年齢別男性70歳代,75,5,3,23,3,3,-,1,1,1,38,2
性／年齢別男性70歳代,100.0,6.7,4.0,30.7,4.0,4.0,-,1.3,1.3,1.3,50.7,2.7
性／年齢別男性80歳以上,20,2,1,6,-,-,-,-,1,2,8,1
性／年齢別男性80歳以上,100.0,10.0,5.0,30.0,-,-,-,-,5.0,10.0,40.0,5.0
性／年齢別女性20歳代,24,10,12,6,5,2,-,2,4,-,2,1
性／年齢別女性20歳代,100.0,41.7,50.0,25.0,20.8,8.3,-,8.3,16.7,-,8.3,4.2
性／年齢別女性30歳代,79,29,23,16,10,7,5,8,9,1,14,2
性／年齢別女性30歳代,100.0,36.7,29.1,20.3,12.7,8.9,6.3,10.1,11.4,1.3,17.7,2.5
性／年齢別女性40歳代,125,24,22,38,7,10,4,8,17,2,31,3
性／年齢別女性40歳代,100.0,19.2,17.6,30.4,5.6,8.0,3.2,6.4,13.6,1.6,24.8,2.4
性／年齢別女性50歳代,85,16,11,22,6,7,5,9,12,-,25,6
性／年齢別女性50歳代,100.0,18.8,12.9,25.9,7.1,8.2,5.9,10.6,14.1,-,29.4,7.1
性／年齢別女性60歳代,103,10,10,30,5,5,2,1,9,3,40,5
性／年齢別女性60歳代,100.0,9.7,9.7,29.1,4.9,4.9,1.9,1.0,8.7,2.9,38.8,4.9
性／年齢別女性70歳代,76,3,2,12,2,2,1,-,9,1,44,7
性／年齢別女性70歳代,100.0,3.9,2.6,15.8,2.6,2.6,1.3,-,11.8,1.3,57.9,9.2
性／年齢別女性80歳以上,16,-,-,2,-,1,1,-,3,1,8,2
性／年齢別女性80歳以上,100.0,-,-,12.5,-,6.3,6.3,-,18.8,6.3,50.0,12.5
未・既婚別未婚（死別・離別を含む）,279,64,63,61,24,24,15,18,35,6,75,14
未・既婚別未婚（死別・離別を含む）,100.0,22.9,22.6,21.9,8.6,8.6,5.4,6.5,12.5,2.2,26.9,5.0
未・既婚別既婚,711,133,96,206,48,42,23,40,72,12,217,29
未・既婚別既婚,100.0,18.7,13.5,29.0,6.8,5.9,3.2,5.6,10.1,1.7,30.5,4.1
子供の有無別子供はいない,280,75,62,66,28,21,14,25,38,4,65,12
子供の有無別子供はいない,100.0,26.8,22.1,23.6,10.0,7.5,5.0,8.9,13.6,1.4,23.2,4.3
子供の有無別未就学（～６歳）,70,26,21,12,12,6,2,6,12,1,16,1
子供の有無別未就学（～６歳）,100.0,37.1,30.0,17.1,17.1,8.6,2.9,8.6,17.1,1.4,22.9,1.4
