,(1)入港船舶,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,（単位　：　隻、総トン）,,,
,,令和元年(2019年),,,,平成30年(2018年),,,,,
,,当月,,１月以降累計,,当月,,１月以降累計,,,
,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
,総数 ,"1,862","15,124,712","17,626","135,429,310","1,935","15,011,329","18,020","135,425,247",,
,,96.2%,100.8%,97.8%,100.0%,,,,,,
,外航船,438,"11,397,149","3,926","101,022,266",450,"11,248,574","4,108","101,696,496",,
,,97.3%,101.3%,95.6%,99.3%,,,,,,
,（外航ｺﾝﾃﾅ船）,413,"10,937,830","3,710","96,820,729",417,"10,664,145","3,820","96,646,142",,
,,99.0%,102.6%,97.1%,100.2%,,,,,,
,内航船,"1,424","3,727,563","13,700","34,407,044","1,485","3,762,755","13,912","33,728,751",,
,,95.9%,99.1%,98.5%,102.0%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
850","8,667","17,196","8,080","9,116","2,321",113.5%,,
15,木材チップ,907,23,884,870,-,870,37,104.3%,,
16,その他林産品,"5,031","3,050","1,981","5,242","3,786","1,456",-211,96.0%,,
17,薪炭,405,350,55,270,230,40,135,150.0%,,
鉱産品,,"5,916,806","71,630","5,845,176","5,591,528","58,550","5,532,978","325,278",105.8%,,
18,石炭,"12,813",255,"12,558","30,833","13,627","17,206","-18,020",41.6%,,
19,鉄鉱石,-,-,-,-,-,-,-,-,,
20,金属鉱,"4,084","4,084",-,725,705,20,"3,359",563.3%,,
21,砂利・砂,"4,449,014","48,094","4,400,920","4,289,006","27,525","4,261,481","160,008",103.7%,,
22,石材,"1,056,222","3,268","1,052,954","869,639","3,632","866,007","186,583",121.5%,,
23,原油,38,38,-,30,30,-,8,126.7%,,
24,りん鉱石,-,-,-,-,-,-,-,-,,
25,石灰石,"361,649","1,100","360,549","343,743","2,150","341,593","17,906",105.2%,,
26,原塩,"3,602",102,"3,500","4,300",70,"4,230",-698,83.8%,,
27,非金属鉱物,"29,384","14,689","14,695","53,252","10,811","42,441","-23,868",55.2%,,
金属機械工業品,,"16,079,086","8,516,137","7,562,949","15,453,894","8,413,358","7,040,536","625,192",104.0%,,
28,鉄鋼,"11,731",916,"10,815","12,256",475,"11,781",-525,95.7%,,
29,鋼材,"1,152,430","13,661","1,138,769","1,095,823","14,764","1,081,059","56,607",105.2%,,
30,非鉄金属,"49,554","7,260","42,294","54,473","4,192","50,281","-4,919",91.0%,,
31,金属製品,"85,330","54,556","30,774","85,766","49,310","36,456",-436,99.5%,,
32,鉄道車両,15,15,-,10,10,-,5,150.0%,,
33,完成自動車,"14,019,140","7,994,898","6,024,242","13,306,457","7,820,926","5,485,531","712,683",105.4%,,
34,その他輸送用車両,"27,704","15,472","12,232","26,842","13,494","13,348",862,103.2%,,
35,二輪自動車,846,498,348,"1,679",694,985,-833,50.4%,,
36,自動車部品,"92,070","29,904","62,166","113,191","30,931","82,260","-21,121",81.3%,,
37,その他輸送機械,"212,677","92,292","120,385","204,318","78,815","125,503","8,359",104.1%,,
38,産業機械,"254,690","177,097","77,593","309,763","204,141","105,622","-55,073",82.2%,,
39,電気機械,"60,275","43,068","17,207","84,918","57,807","27,111","-24,643",71.0%,,
40,測量・光学・医療用機械,"28,088","14,791","13,297","17,124","11,177","5,947","10,964",164.0%,,
41,事務用機器,"61,729","60,679","1,050","116,709","115,849",860,"-54,980",52.9%,,
42,その他機械,"22,807","11,030","11,777","24,565","10,773","13,792","-1,758",92.8%,,
化学工業品,,"8,233,575","521,196","7,712,379","7,790,342","441,029","7,349,313","443,233",105.7%,,
43,陶磁器,673,653,20,923,506,417,-250,72.9%,,
44,セメント,"2,850,761","29,612","2,821,149","2,619,938","31,823","2,588,115","230,823",108.8%,,
45,ガラス類,"18,087","16,865","1,222","15,628","15,026",602,"2,459",115.7%,,
46,窯業品,"62,469","31,128","31,341","68,248","27,285","40,963","-5,779",91.5%,,
47,重油,"503,515","242,732","260,783","371,257","176,110","195,147","132,258",135.6%,,
48,揮発油,823,823,-,-,-,-,823,-,,
49,その他の石油,"4,453,104","20,444","4,432,660","4,383,908","21,930","4,361,978","69,196",101.6%,,
50,LNG/液化天然ガス,20,-,20,78,18,60,-58,25.6%,,
51,LPG/液化石油ガス,"6,886","6,734",152,"6,733","6,548",185,153,102.3%,,
52,その他石油製品,"23,702","7,606","16,096","35,537","9,051","26,486","-11,835",66.7%,,
53,コークス,"28,428","7,969","20,459","16,044","2,321","13,723","12,384",177.2%,,
54,石炭製品,35,15,20,20,20,-,15,175.0%,,
55,化学薬品,"115,823","47,475","68,348","111,278","47,042","64,236","4,545",104.1%,,
56,化学肥料,"8,167","3,882","4,285","7,625","3,730","3,895",542,107.1%,,
57,その他化学工業品,"161,082","105,258","55,824","153,125","99,619","53,506","7,957",105.2%,,
軽工業品,,"2,806,838","848,309","1,958,529","2,933,848","892,459","2,041,389","-127,010",95.7%,,
58,紙・パルプ,"1,677,748","231,237","1,446,511","1,758,825","194,873","1,563,952","-81,077",95.4%,,
59,糸及び紡績半製品,"2,459",380,"2,079","10,044",71,"9,973","-7,585",24.5%,,
60,その他繊維工業品,"1,981","1,560",421,"4,732","4,037",695,"-2,751",41.9%,,
61,砂糖,"89,759","21,473","68,286","67,578","15,677","51,901","22,181",132.8%,,
62,製造食品,"307,302","199,336","107,966","299,896","212,483","87,413","7,406",102.5%,,
63,飲料,"450,987","290,385","160,602","452,837","311,731","141,106","-1,850",99.6%,,
64,水,"81,590","61,403","20,187","131,792","112,702","19,090","-50,202",61.9%,,
65,たばこ,"16,600","8,785","7,815","22,610","13,030","9,580","-6,010",73.4%,,
66,その他食料工業品,"178,412","33,750","144,662","185,534","27,855","157,679","-7,122",96.2%,,
雑工業品,,"443,624","358,605","85,019","413,933","323,637","90,296","29,691",107.2%,,
67,がん具,178,178,-,361,286,75,-183,49.3%,,
68,衣服・身廻品・はきもの,"18,166","13,438","4,728","21,354","18,189","3,165","-3,188",85.1%,,
69,文房具・運動娯楽用品・楽器,"14,853","10,958","3,895","15,270","13,880","1,390",-417,97.3%,,
70,家具装備品,"33,867","22,288","11,579","29,977","20,980","8,997","3,890",113.0%,,
71,その他日用品,"237,538","207,895","29,643","198,025","169,986","28,039","39,513",120.0%,,
72,ゴム製品,"30,082","20,451","9,631","45,384","26,803","18,581","-15,302",66.3%,,
73,木製品,"25,179","24,504",675,"21,757","20,946",811,"3,422",115.7%,,
74,その他製造工業品,"83,761","58,893","24,868","81,805","52,567","29,238","1,956",102.4%,,
特殊品,,"7,715,548","5,127,309","2,588,239","8,055,617","5,447,297","2,608,320","-340,069",95.8%,,
75,金属くず,"44,352","24,301","20,051","32,700","12,385","20,315","11,652",135.6%,,
76,再利用資材,"320,999","301,278","19,721","351,012","331,219","19,793","-30,013",91.4%,,
77,動植物性製造飼肥料,"71,037","66,547","4,490","57,551","54,312","3,239","13,486",123.4%,,
78,廃棄物,"14,400","4,160","10,240","14,050","4,755","9,295",350,102.5%,,
