団体名,選挙の種類（定数）,告示日,選挙期日,投票率,任期満了日,開票体制,備考
千代田区,長,1月29日,2月5日,53.67,2月7日,即日,
西東京市,長,1月29日,2月5日,32.90,2月17日,即日,
小金井市,議員(24),3月19日,3月26日,39.54,4月4日,即日,
羽村市,長,3月19日,3月26日,無投票,4月25日,－,
小平市,長,4月2日,4月9日,34.64,4月10日,即日,
小平市,議員(1),4月2日,4月9日,34.62,－,即日,便乗補欠選挙
日野市,長,4月9日,4月16日,36.65,4月26日,即日,
瑞穂町,長,4月18日,4月23日,43.35,5月15日,即日,
あきる野市,議員(21),6月4日,6月11日,52.26,6月30日,即日,
国分寺市,長,6月25日,7月2日,55.25,7月12日,即日,
青ヶ島村,議員(6),8月29日,9月3日,無投票,9月5日,即日,
青ヶ島村,長,8月29日,9月3日,無投票,9月30日,即日,
新島村,議員(2),9月5日,9月10日,80.55,－,即日,補欠選挙
武蔵野市,長,9月24日,10月1日,44.26,10月8日,即日,
武蔵野市,議員(1),9月24日,10月1日,44.23,－,即日,便乗補欠選挙
葛飾区,議員(40),11月5日,11月12日,43.62,11月12日,翌日,
葛飾区,長,11月5日,11月12日,43.61,12月18日,翌日,
利島村,長,11月7日,11月12日,94.05,11月30日,即日,
東久留米市,長,12月17日,12月24日,37.05,1月19日,即日,
東久留米市,議員(2),12月17日,12月24日,37.03,－,即日,便乗補欠選挙
齢50歳代,100.0,10.1,5.6,1.7,6.7,3.9,2.8,20.2,5.6,63.5,-,5.6,2.8
年齢60歳代,213,17,1,-,2,4,2,27,3,158,-,12,5
年齢60歳代,100.0,8.0,0.5,-,0.9,1.9,0.9,12.7,1.4,74.2,-,5.6,2.3
年齢70歳代,151,6,1,1,1,1,-,6,-,111,-,25,4
年齢70歳代,100.0,4.0,0.7,0.7,0.7,0.7,-,4.0,-,73.5,-,16.6,2.6
年齢80歳以上,36,1,-,1,-,-,-,2,-,23,1,8,1
年齢80歳以上,100.0,2.8,-,2.8,-,-,-,5.6,-,63.9,2.8,22.2,2.8
性／年齢別男性20歳代,28,6,5,-,2,7,4,12,12,9,-,1,-
性／年齢別男性20歳代,100.0,21.4,17.9,-,7.1,25.0,14.3,42.9,42.9,32.1,-,3.6,-
性／年齢別男性30歳代,66,19,8,-,6,10,8,37,15,22,-,-,1
性／年齢別男性30歳代,100.0,28.8,12.1,-,9.1,15.2,12.1,56.1,22.7,33.3,-,-,1.5
性／年齢別男性40歳代,92,16,8,1,2,5,5,35,11,42,1,5,1
性／年齢別男性40歳代,100.0,17.4,8.7,1.1,2.2,5.4,5.4,38.0,12.0,45.7,1.1,5.4,1.1
性／年齢別男性50歳代,93,11,6,2,7,6,3,25,6,55,-,4,2
性／年齢別男性50歳代,100.0,11.8,6.5,2.2,7.5,6.5,3.2,26.9,6.5,59.1,-,4.3,2.2
性／年齢別男性60歳代,110,9,1,-,-,2,1,17,2,77,-,8,2
性／年齢別男性60歳代,100.0,8.2,0.9,-,-,1.8,0.9,15.5,1.8,70.0,-,7.3,1.8
性／年齢別男性70歳代,75,3,1,1,-,1,-,2,-,56,-,12,2
性／年齢別男性70歳代,100.0,4.0,1.3,1.3,-,1.3,-,2.7,-,74.7,-,16.0,2.7
性／年齢別男性80歳以上,20,1,-,1,-,-,-,1,-,12,1,4,1
性／年齢別男性80歳以上,100.0,5.0,-,5.0,-,-,-,5.0,-,60.0,5.0,20.0,5.0
性／年齢別女性20歳代,24,4,3,-,2,4,4,9,4,10,-,2,-
性／年齢別女性20歳代,100.0,16.7,12.5,-,8.3,16.7,16.7,37.5,16.7,41.7,-,8.3,-
性／年齢別女性30歳代,79,17,13,1,8,4,4,37,10,27,1,2,2
性／年齢別女性30歳代,100.0,21.5,16.5,1.3,10.1,5.1,5.1,46.8,12.7,34.2,1.3,2.5,2.5
性／年齢別女性40歳代,125,11,7,-,5,5,4,36,12,70,-,6,3
性／年齢別女性40歳代,100.0,8.8,5.6,-,4.0,4.0,3.2,28.8,9.6,56.0,-,4.8,2.4
性／年齢別女性50歳代,85,7,4,1,5,1,2,11,4,58,-,6,3
性／年齢別女性50歳代,100.0,8.2,4.7,1.2,5.9,1.2,2.4,12.9,4.7,68.2,-,7.1,3.5
性／年齢別女性60歳代,103,8,-,-,2,2,1,10,1,81,-,4,3
性／年齢別女性60歳代,100.0,7.8,-,-,1.9,1.9,1.0,9.7,1.0,78.6,-,3.9,2.9
性／年齢別女性70歳代,76,3,-,-,1,-,-,4,-,55,-,13,2
性／年齢別女性70歳代,100.0,3.9,-,-,1.3,-,-,5.3,-,72.4,-,17.1,2.6
性／年齢別女性80歳以上,16,-,-,-,-,-,-,1,-,11,-,4,-
性／年齢別女性80歳以上,100.0,-,-,-,-,-,-,6.3,-,68.8,-,25.0,-
未・既婚別未婚（死別・離別を含む）,279,47,27,4,22,25,17,86,31,136,2,26,4
未・既婚別未婚（死別・離別を含む）,100.0,16.8,9.7,1.4,7.9,9.0,6.1,30.8,11.1,48.7,0.7,9.3,1.4
未・既婚別既婚,711,68,30,3,18,22,19,151,46,448,1,45,17
未・既婚別既婚,100.0,9.6,4.2,0.4,2.5,3.1,2.7,21.2,6.5,63.0,0.1,6.3,2.4
子供の有無別子供はいない,280,48,30,4,22,28,21,100,38,128,2,19,4
子供の有無別子供はいない,100.0,17.1,10.7,1.4,7.9,10.0,7.5,35.7,13.6,45.7,0.7,6.8,1.4
子供の有無別未就学（～６歳）,70,18,11,-,6,7,5,30,12,29,-,2,2
子供の有無別未就学（～６歳）,100.0,25.7,15.7,-,8.6,10.0,7.1,42.9,17.1,41.4,-,2.9,2.9
子供の有無別小・中・高校生,185,23,10,-,4,6,6,58,16,101,-,6,5
子供の有無別小・中・高校生,100.0,12.4,5.4,-,2.2,3.2,3.2,31.4,8.6,54.6,-,3.2,2.7
子供の有無別大学生・大学院生・短大生・専門学校生,63,8,3,1,2,4,1,15,7,37,-,2,1
子供の有無別大学生・大学院生・短大生・専門学校生,100.0,12.7,4.8,1.6,3.2,6.3,1.6,23.8,11.1,58.7,-,3.2,1.6
子供の有無別学校教育終了,415,23,6,3,8,4,3,44,6,301,1,41,10
子供の有無別学校教育終了,100.0,5.5,1.4,0.7,1.9,1.0,0.7,10.6,1.4,72.5,0.2,9.9,2.4
子供の有無別その他,8,1,-,-,1,-,-,2,-,4,-,1,1
子供の有無別その他,100.0,12.5,-,-,12.5,-,-,25.0,-,50.0,-,12.5,12.5
職業別自営業（計）,92,15,10,2,8,8,11,24,9,47,1,8,1
職業別自営業（計）,100.0,16.3,10.9,2.2,8.7,8.7,12.0,26.1,9.8,51.1,1.1,8.7,1.1
職業別農林漁業,2,1,-,-,1,-,-,-,-,1,-,-,-
職業別農林漁業,100.0,50.0,-,-,50.0,-,-,-,-,50.0,-,-,-
職業別商工・サービス業,37,3,2,-,2,3,3,8,4,21,1,4,1
職業別商工・サービス業,100.0,8.1,5.4,-,5.4,8.1,8.1,21.6,10.8,56.8,2.7,10.8,2.7
職業別その他自由業,53,11,8,2,5,5,8,16,5,25,-,4,-
職業別その他自由業,100.0,20.8,15.1,3.8,9.4,9.4,15.1,30.2,9.4,47.2,-,7.5,-
職業別お勤め（計）,452,70,35,3,24,29,19,154,52,235,-,18,6
職業別お勤め（計）,100.0,15.5,7.7,0.7,5.3,6.4,4.2,34.1,11.5,52.0,-,4.0,1.3
職業別経営・管理職,69,8,1,-,2,2,1,20,7,40,-,2,2
職業別経営・管理職,100.0,11.6,1.4,-,2.9,2.9,1.4,29.0,10.1,58.0,-,2.9,2.9
職業別専門職・技術職,142,23,13,1,8,11,7,52,17,74,-,4,1
職業別専門職・技術職,100.0,16.2,9.2,0.7,5.6,7.7,4.9,36.6,12.0,52.1,-,2.8,0.7
職業別事務職,124,21,10,-,8,6,5,46,10,63,-,2,2
職業別事務職,100.0,16.9,8.1,-,6.5,4.8,4.0,37.1,8.1,50.8,-,1.6,1.6
職業別労務職・技能職,38,7,4,2,1,3,2,12,6,20,-,1,-
